"","ID","Benchmark","Exe Time","Exec Conf","Running Cost $","Net","Disk","Maps","IO SFac","Rep","IO FBuf","Comp","Blk size","Cluster","Histogram","PARAVER","End time"
"2310","2310","kmeans","2684","20140928_093702_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","128","al-04","20140928_093702_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_al-04/kmeans","2310","20140928103031"
"2305","2305","dfsioe_read","4316","20140928_072346_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-04","20140928_072346_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-04/dfsioe_read","2305","20140928085636"
"2301","2301","dfsioe_read","5276","20140928_062141_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-05/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","BZIP2","256","al-05","20140928_062141_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-05/dfsioe_read","2301","20140928081342"
"2304","2304","kmeans","1078","20140928_070736_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z128_al-03/kmeans","0.00","ETH","HDD","10","10","3","65536","Snappy","128","al-03","20140928_070736_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z128_al-03/kmeans","2304","20140928073236"
"2302","2302","pagerank","1805","20140928_064018_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-04","20140928_064018_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-04/pagerank","2302","20140928072150"
"2298","2298","pagerank","3655","20140928_050019_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-05/pagerank","0.00","ETH","HDD","6","10","1","65536","BZIP2","256","al-05","20140928_050019_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-05/pagerank","2298","20140928062027"
"2294","2294","dfsioe_read","5431","20140928_035517_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z64_al-03/dfsioe_read","0.00","ETH","HDD","10","10","3","65536","Snappy","64","al-03","20140928_035517_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z64_al-03/dfsioe_read","2294","20140928060335"
"2296","2296","kmeans","2912","20140928_042526_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-04","20140928_042526_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-04/kmeans","2296","20140928052242"
"2290","2290","kmeans","3589","20140928_024415_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-05/kmeans","0.00","ETH","HDD","6","10","1","65536","BZIP2","256","al-05","20140928_024415_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-05/kmeans","2290","20140928035329"
"2292","2292","pagerank","1472","20140928_031914_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z64_al-03/pagerank","0.00","ETH","HDD","10","10","3","65536","Snappy","64","al-03","20140928_031914_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z64_al-03/pagerank","2292","20140928035320"
"2289","2289","dfsioe_read","3598","20140928_021729_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","BZIP2","32","al-04","20140928_021729_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_al-04/dfsioe_read","2289","20140928033805"
"2285","2285","pagerank","1760","20140928_013505_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","BZIP2","32","al-04","20140928_013505_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_al-04/pagerank","2285","20140928021535"
"2286","2286","kmeans","1295","20140928_014554_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z64_al-03/kmeans","0.00","ETH","HDD","10","10","3","65536","Snappy","64","al-03","20140928_014554_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z64_al-03/kmeans","2286","20140928021407"
"2281","2281","dfsioe_read","6459","20140927_231845_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-05/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","BZIP2","128","al-05","20140927_231845_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-05/dfsioe_read","2281","20140928013034"
"2278","2278","dfsioe_read","5011","20140927_223920_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z32_al-03/dfsioe_read","0.00","ETH","HDD","10","10","3","65536","Snappy","32","al-03","20140927_223920_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z32_al-03/dfsioe_read","2278","20140928004038"
"2280","2280","kmeans","3389","20140927_231333_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","32","al-04","20140927_231333_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_al-04/kmeans","2280","20140928001837"
"2276","2276","pagerank","3656","20140927_215619_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-05/pagerank","0.00","ETH","HDD","6","10","1","65536","BZIP2","128","al-05","20140927_215619_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-05/pagerank","2276","20140927231715"
"2277","2277","pagerank","1434","20140927_220345_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z32_al-03/pagerank","0.00","ETH","HDD","10","10","3","65536","Snappy","32","al-03","20140927_220345_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z32_al-03/pagerank","2277","20140927223722"
"2271","2271","dfsioe_read","4384","20140927_205432_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-04","20140927_205432_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-04/dfsioe_read","2271","20140927222903"
"2270","2270","kmeans","1348","20140927_202902_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z32_al-03/kmeans","0.00","ETH","HDD","10","10","3","65536","Snappy","32","al-03","20140927_202902_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z32_al-03/kmeans","2270","20140927205838"
"2267","2267","kmeans","3549","20140927_194512_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-05/kmeans","0.00","ETH","HDD","6","10","1","65536","BZIP2","128","al-05","20140927_194512_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-05/kmeans","2267","20140927205347"
"2269","2269","pagerank","1904","20140927_200917_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-04","20140927_200917_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-04/pagerank","2269","20140927205234"
"2261","2261","dfsioe_read","4813","20140927_172630_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z64_al-03/dfsioe_read","0.00","ETH","HDD","10","10","3","65536","Snappy","64","al-03","20140927_172630_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z64_al-03/dfsioe_read","2261","20140927192420"
"2263","2263","kmeans","2875","20140927_175503_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-04","20140927_175503_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-04/kmeans","2263","20140927185159"
"2259","2259","dfsioe_read","5886","20140927_162757_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-05/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-05","20140927_162757_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-05/dfsioe_read","2259","20140927183057"
"2260","2260","pagerank","1442","20140927_165116_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z64_al-03/pagerank","0.00","ETH","HDD","10","10","3","65536","Snappy","64","al-03","20140927_165116_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z64_al-03/pagerank","2260","20140927172446"
"2257","2257","dfsioe_read","3346","20140927_155242_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z256_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","ZLIB","256","al-04","20140927_155242_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z256_al-04/dfsioe_read","2257","20140927170856"
"2253","2253","pagerank","3674","20140927_150557_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-05/pagerank","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-05","20140927_150557_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-05/pagerank","2253","20140927162637"
"2254","2254","pagerank","1906","20140927_150755_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z256_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","ZLIB","256","al-04","20140927_150755_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z256_al-04/pagerank","2254","20140927155059"
"2249","2249","dfsioe_read","5591","20140927_122323_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z256_al-03/dfsioe_read","0.00","ETH","HDD","10","10","3","65536","BZIP2","256","al-03","20140927_122323_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z256_al-03/dfsioe_read","2249","20140927143406"
"2250","2250","kmeans","3804","20140927_124934_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-05/kmeans","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-05","20140927_124934_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-05/kmeans","2250","20140927140233"
"2247","2247","pagerank","1480","20140927_114645_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z256_al-03/pagerank","0.00","ETH","HDD","10","10","3","65536","BZIP2","256","al-03","20140927_114645_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z256_al-03/pagerank","2247","20140927122115"
"2238","2238","dfsioe_read","6646","20140927_091644_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-05/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","BZIP2","32","al-05","20140927_091644_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-05/dfsioe_read","2238","20140927113241"
"2242","2242","kmeans","1497","20140927_100338_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z256_al-03/kmeans","0.00","ETH","HDD","10","10","3","65536","BZIP2","256","al-03","20140927_100338_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z256_al-03/kmeans","2242","20140927103628"
"2240","2240","kmeans","2005","20140927_094247_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z256_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","ZLIB","256","al-04","20140927_094247_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z256_al-04/kmeans","2240","20140927102506"
"2237","2237","pagerank","1444","20140927_085950_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z128_al-03/pagerank","0.00","ETH","HDD","10","10","3","65536","BZIP2","128","al-03","20140927_085950_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z128_al-03/pagerank","2237","20140927093412"
"2234","2234","pagerank","3706","20140927_075315_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-05/pagerank","0.00","ETH","HDD","6","10","1","65536","BZIP2","32","al-05","20140927_075315_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-05/pagerank","2234","20140927091454"
"2233","2233","dfsioe_read","3718","20140927_073433_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z128_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","ZLIB","128","al-04","20140927_073433_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z128_al-04/dfsioe_read","2233","20140927085753"
"2231","2231","kmeans","1276","20140927_072355_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z128_al-03/kmeans","0.00","ETH","HDD","10","10","3","65536","BZIP2","128","al-03","20140927_072355_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z128_al-03/kmeans","2231","20140927075205"
"2228","2228","pagerank","2036","20140927_064707_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z128_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","ZLIB","128","al-04","20140927_064707_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z128_al-04/pagerank","2228","20140927073244"
"2226","2226","kmeans","4362","20140927_052334_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-05/kmeans","0.00","ETH","HDD","6","10","1","65536","BZIP2","32","al-05","20140927_052334_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-05/kmeans","2226","20140927064600"
"2222","2222","dfsioe_read","4920","20140927_041832_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z64_al-03/dfsioe_read","0.00","ETH","HDD","10","10","3","65536","BZIP2","64","al-03","20140927_041832_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z64_al-03/dfsioe_read","2222","20140927061815"
"2223","2223","kmeans","2737","20140927_042502_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z128_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","ZLIB","128","al-04","20140927_042502_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z128_al-04/kmeans","2223","20140927051933"
"2220","2220","pagerank","1465","20140927_034159_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z64_al-03/pagerank","0.00","ETH","HDD","10","10","3","65536","BZIP2","64","al-03","20140927_034159_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z64_al-03/pagerank","2220","20140927041635"
"2215","2215","dfsioe_read","5777","20140927_020258_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-05/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-05","20140927_020258_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-05/dfsioe_read","2215","20140927040328"
"2216","2216","dfsioe_read","4551","20140927_020514_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","ZLIB","64","al-04","20140927_020514_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-04/dfsioe_read","2216","20140927034232"
"2217","2217","kmeans","1277","20140927_020842_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z64_al-03/kmeans","0.00","ETH","HDD","10","10","3","65536","BZIP2","64","al-03","20140927_020842_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z64_al-03/kmeans","2217","20140927023704"
"2213","2213","pagerank","1766","20140927_012230_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","ZLIB","64","al-04","20140927_012230_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-04/pagerank","2213","20140927020322"
"2211","2211","pagerank","3652","20140927_004031_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-05/pagerank","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-05","20140927_004031_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-05/pagerank","2211","20140927020115"
"2207","2207","dfsioe_read","4802","20140926_230327_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z32_al-03/dfsioe_read","0.00","ETH","HDD","10","10","3","65536","BZIP2","32","al-03","20140926_230327_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z32_al-03/dfsioe_read","2207","20140927010150"
"2206","2206","kmeans","2997","20140926_230318_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","ZLIB","64","al-04","20140926_230318_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-04/kmeans","2206","20140927000221"
"2203","2203","kmeans","3812","20140926_222312_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-05/kmeans","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-05","20140926_222312_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-05/kmeans","2203","20140926233632"
"2204","2204","pagerank","1461","20140926_222722_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z32_al-03/pagerank","0.00","ETH","HDD","10","10","3","65536","BZIP2","32","al-03","20140926_222722_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z32_al-03/pagerank","2204","20140926230127"
"2198","2198","dfsioe_read","3441","20140926_205426_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z32_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","ZLIB","32","al-04","20140926_205426_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z32_al-04/dfsioe_read","2198","20140926221240"
"2200","2200","kmeans","897","20140926_212447_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z32_al-03/kmeans","0.00","ETH","HDD","10","10","3","65536","BZIP2","32","al-03","20140926_212447_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z32_al-03/kmeans","2200","20140926214636"
"2194","2194","dfsioe_read","7293","20140926_184256_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-05/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","ZLIB","256","al-05","20140926_184256_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-05/dfsioe_read","2194","20140926210811"
"2197","2197","pagerank","1814","20140926_201111_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z32_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","ZLIB","32","al-04","20140926_201111_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z32_al-04/pagerank","2197","20140926205226"
"2193","2193","dfsioe_read","5115","20140926_181354_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z64_al-03/dfsioe_read","0.00","ETH","HDD","10","10","3","65536","BZIP2","64","al-03","20140926_181354_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z64_al-03/dfsioe_read","2193","20140926201729"
"2192","2192","kmeans","3604","20140926_174151_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z32_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","ZLIB","32","al-04","20140926_174151_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z32_al-04/kmeans","2192","20140926185008"
"2189","2189","pagerank","3643","20140926_172201_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-05/pagerank","0.00","ETH","HDD","6","10","1","65536","ZLIB","256","al-05","20140926_172201_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-05/pagerank","2189","20140926184149"
"2191","2191","pagerank","1480","20140926_173654_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z64_al-03/pagerank","0.00","ETH","HDD","10","10","3","65536","BZIP2","64","al-03","20140926_173654_conf_ETH_HDD_b_m10_i10_r3_I65536_c2_z64_al-03/pagerank","2191","20140926181146"
"2183","2183","dfsioe_read","3578","20140926_153842_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","ZLIB","64","al-04","20140926_153842_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-04/dfsioe_read","2183","20140926165905"
"2182","2182","kmeans","3601","20140926_150651_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-05/kmeans","0.00","ETH","HDD","6","10","1","65536","ZLIB","256","al-05","20140926_150651_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-05/kmeans","2182","20140926161629"
"2181","2181","pagerank","1814","20140926_145614_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","ZLIB","64","al-04","20140926_145614_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-04/pagerank","2181","20140926153659"
"2178","2178","dfsioe_read","5188","20140926_131219_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z256_al-03/dfsioe_read","0.00","ETH","HDD","10","10","3","65536","ZLIB","256","al-03","20140926_131219_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z256_al-03/dfsioe_read","2178","20140926151650"
"2177","2177","kmeans","2776","20140926_130016_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","ZLIB","64","al-04","20140926_130016_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-04/kmeans","2177","20140926135541"
"2173","2173","dfsioe_read","6582","20140926_113648_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-05/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","ZLIB","128","al-05","20140926_113648_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-05/dfsioe_read","2173","20140926135139"
"2175","2175","pagerank","1446","20140926_123617_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z256_al-03/pagerank","0.00","ETH","HDD","10","10","3","65536","ZLIB","256","al-03","20140926_123617_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z256_al-03/pagerank","2175","20140926130951"
"2172","2172","pagerank","1982","20140926_113629_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z256_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","None","256","al-04","20140926_113629_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z256_al-04/pagerank","2172","20140926122100"
"2167","2167","pagerank","3714","20140926_101407_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-05/pagerank","0.00","ETH","HDD","6","10","1","65536","ZLIB","128","al-05","20140926_101407_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-05/pagerank","2167","20140926113519"
"2170","2170","kmeans","1375","20140926_105702_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z256_al-03/kmeans","0.00","ETH","HDD","10","10","3","65536","ZLIB","256","al-03","20140926_105702_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z256_al-03/kmeans","2170","20140926112705"
"2160","2160","dfsioe_read","4858","20140926_075601_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z128_al-03/dfsioe_read","0.00","ETH","HDD","10","10","3","65536","ZLIB","128","al-03","20140926_075601_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z128_al-03/dfsioe_read","2160","20140926095428"
"2163","2163","kmeans","2496","20140926_090141_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z256_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","None","256","al-04","20140926_090141_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z256_al-04/kmeans","2163","20140926095228"
"2161","2161","kmeans","3575","20140926_080212_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-05/kmeans","0.00","ETH","HDD","6","10","1","65536","ZLIB","128","al-05","20140926_080212_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-05/kmeans","2161","20140926091113"
"2156","2156","dfsioe_read","4516","20140926_063832_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","None","128","al-04","20140926_063832_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-04/dfsioe_read","2156","20140926081501"
"2159","2159","pagerank","1489","20140926_071936_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z128_al-03/pagerank","0.00","ETH","HDD","10","10","3","65536","ZLIB","128","al-03","20140926_071936_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z128_al-03/pagerank","2159","20140926075413"
"2151","2151","dfsioe_read","6493","20140926_043634_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-05/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-05","20140926_043634_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-05/dfsioe_read","2151","20140926064846"
"2154","2154","pagerank","1955","20140926_055245_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","None","128","al-04","20140926_055245_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-04/pagerank","2154","20140926063650"
"2153","2153","kmeans","1263","20140926_054135_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z128_al-03/kmeans","0.00","ETH","HDD","10","10","3","65536","ZLIB","128","al-03","20140926_054135_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z128_al-03/kmeans","2153","20140926061030"
"2145","2145","dfsioe_read","5340","20140926_024243_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z64_al-03/dfsioe_read","0.00","ETH","HDD","10","10","3","65536","ZLIB","64","al-03","20140926_024243_conf_ETH_HDD_b_m10_i10_r3_I65536_c1_z64_al-03/dfsioe_read","2145","20140926044908"
"2147","2147","pagerank","3707","20140926_031347_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-05/pagerank","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-05","20140926_031347_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-05/pagerank","2147","20140926043514"
