"ID","Exe.Time","Benchmark","Net","Disk","Maps","IO.SFac","Rep","IO.FBuf","Comp","Blk.size","Cluster","Cl.Name","Datanodes","Headnodes","VM.OS","VM.Cores","VM.RAM","Provider","VM.Size","Type"
1,104,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2,472,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
3,1310,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
4,269,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
5,404,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
6,1364,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
7,317,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
8,913,"sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
9,1405,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
10,415,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
11,119,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
12,541,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
13,1481,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
14,292,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
15,407,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
16,1430,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
17,317,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
18,999,"sort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
20,453,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
21,113,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
22,508,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
25,1368,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
26,320,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
27,949,"sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
28,1431,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
29,419,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
30,122,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
31,565,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
32,1185,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
33,294,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
34,411,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
35,1360,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
36,1415,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
37,417,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
38,122,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
39,569,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
40,1570,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
41,307,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
42,423,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
43,1339,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
212,134,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
213,520,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
216,545,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
217,1655,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
218,423,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
219,852,"sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
220,1424,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
221,424,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
222,2419,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
223,915,"dfsioe_write","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
224,647,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
225,1823,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
226,306,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
227,549,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
228,1749,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
229,428,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
230,802,"sort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
231,1456,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
232,425,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
233,2636,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
234,803,"dfsioe_write","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
235,555,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
236,121,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
237,585,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
238,1705,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
239,290,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
240,547,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
241,1650,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
242,422,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
243,767,"sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
244,1474,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
245,422,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
246,2770,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
247,858,"dfsioe_write","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
248,535,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
249,134,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
250,456,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
253,543,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
254,1626,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
255,423,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
256,833,"sort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
257,1500,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
258,423,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
262,111,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
263,457,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
264,1757,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
265,300,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
266,544,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
267,1735,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
268,420,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
269,805,"sort","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
270,2571,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
271,868,"dfsioe_write","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
272,550,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
450,1276,"kmeans","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
451,292,"prep_kmeans","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
452,347,"prep_sort","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
453,756,"sort","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
454,1478,"pagerank","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
455,444,"prep_pagerank","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
456,2603,"dfsioe_read","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
457,903,"dfsioe_write","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
458,692,"prep_dfsioe","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
459,109,"prep_terasort","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
460,532,"terasort","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
461,1326,"kmeans","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
462,299,"prep_kmeans","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
463,444,"prep_wordcount","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
464,1383,"wordcount","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
465,341,"prep_sort","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
466,792,"sort","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
467,1432,"pagerank","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
468,444,"prep_pagerank","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
469,2477,"dfsioe_read","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
470,1152,"dfsioe_write","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
471,600,"prep_dfsioe","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
472,129,"prep_terasort","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
473,460,"terasort","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
474,1284,"kmeans","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
475,294,"prep_kmeans","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
476,339,"prep_sort","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
477,777,"sort","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
478,125,"prep_terasort","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
479,452,"terasort","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
480,1264,"kmeans","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
481,283,"prep_kmeans","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
482,1449,"pagerank","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
483,443,"prep_pagerank","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
484,2723,"dfsioe_read","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
485,887,"dfsioe_write","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
486,606,"prep_dfsioe","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
487,137,"prep_terasort","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
488,462,"terasort","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
489,1612,"kmeans","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
490,303,"prep_kmeans","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
491,435,"prep_wordcount","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
492,1500,"wordcount","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
493,355,"prep_sort","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
494,1074,"sort","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
495,1451,"pagerank","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
496,444,"prep_pagerank","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
497,3117,"dfsioe_read","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
498,775,"dfsioe_write","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
499,523,"prep_dfsioe","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
674,118,"prep_terasort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
675,730,"terasort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
676,2301,"kmeans","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
677,296,"prep_kmeans","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
678,717,"prep_wordcount","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
679,2380,"wordcount","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
680,543,"prep_sort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
681,1140,"sort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
683,695,"prep_pagerank","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
684,122,"prep_terasort","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
685,900,"terasort","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
686,2546,"kmeans","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
687,298,"prep_kmeans","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
688,714,"prep_wordcount","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
689,2512,"wordcount","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
690,554,"prep_sort","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
691,1218,"sort","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
692,2337,"pagerank","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
693,566,"prep_pagerank","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
697,2326,"kmeans","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
698,293,"prep_kmeans","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
699,715,"prep_wordcount","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
700,2380,"wordcount","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
701,540,"prep_sort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
702,1011,"sort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
703,2296,"pagerank","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
704,579,"prep_pagerank","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
705,2776,"dfsioe_read","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
706,875,"dfsioe_write","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
707,530,"prep_dfsioe","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
708,122,"prep_terasort","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
709,685,"terasort","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
710,2165,"kmeans","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
711,299,"prep_kmeans","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
712,710,"prep_wordcount","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
713,2328,"wordcount","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
714,550,"prep_sort","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
715,1062,"sort","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
716,2387,"pagerank","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
717,574,"prep_pagerank","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
718,2458,"dfsioe_read","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
719,936,"dfsioe_write","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
720,570,"prep_dfsioe","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
721,118,"prep_terasort","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
722,618,"terasort","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
723,2285,"kmeans","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
724,302,"prep_kmeans","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
