"ID","Exe.Time","Benchmark","Net","Disk","Maps","IO.SFac","Rep","IO.FBuf","Comp","Blk.size","Cluster","Cl.Name","Datanodes","Headnodes","VM.OS","VM.Cores","VM.RAM","Provider","VM.Size","Type"
15171,1763,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
15174,892,"sort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
15177,432,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
15180,579,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
15196,449,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15198,297,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15199,1657,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15202,825,"sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15203,431,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15206,290,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15208,1765,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15211,880,"sort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15212,421,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15215,843,"dfsioe_write","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15216,588,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15217,446,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15218,308,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15219,1666,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15221,1042,"sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15223,421,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15224,863,"dfsioe_write","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15225,566,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15229,519,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15230,296,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15233,1634,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15234,844,"sort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15235,434,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15236,569,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15239,1741,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15241,430,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15243,827,"dfsioe_write","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15244,563,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
15273,2121,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15275,475,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15277,1687,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15279,748,"sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15280,1046,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15281,1568,"dfsioe_write","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15282,1352,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15283,2432,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15284,472,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15285,1780,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15286,939,"sort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15287,1046,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15288,1740,"dfsioe_write","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15289,1399,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15290,2224,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15291,480,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15292,1679,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15293,750,"sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15294,1052,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15295,1650,"dfsioe_write","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15296,1356,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15297,2091,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15298,470,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15299,21291,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15300,746,"sort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15301,1040,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15302,1561,"dfsioe_write","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15303,1323,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15304,2147,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15305,473,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15306,1765,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15307,793,"sort","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15308,1039,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15309,1655,"dfsioe_write","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15310,1321,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15338,813,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15339,639,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15340,1454,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15341,836,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15342,4202,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15343,2649,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15345,424,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15346,1416,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15347,5771,"terasort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15349,5807,"terasort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15350,1838,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15363,720,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15364,614,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15365,797,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15366,3129,"sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15367,2227,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15368,2612,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15377,3025,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15378,487,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15379,1074,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15380,443,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15381,987,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15382,565,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15383,532,"sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15384,223,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15385,1707,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15398,719,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15399,609,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15400,1284,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15401,798,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15402,3320,"sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15404,2622,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15408,8890,"terasort","ETH","HDD",2,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15410,423,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15411,1417,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15412,5571,"terasort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl8","al-08",8,1,"linux",4,7,"azure","large","IaaS"
15418,250,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15425,14406,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
15426,6453,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15427,11108,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
15429,6689,"terasort","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15431,6360,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15435,10402,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
15436,7080,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15437,11068,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
15438,2293,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15439,559,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15440,763,"sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15441,1705,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
15477,8577,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15481,2631,"sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15483,698,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15484,5439,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15486,2796,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15487,2463,"sort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15488,686,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15490,795,"dfsioe_write","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15491,657,"prep_dfsioe","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15493,5372,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15497,296,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15499,5593,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15501,310,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15502,2762,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15504,2390,"sort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15506,649,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15509,6232,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15512,2725,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15514,2800,"sort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15516,646,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15720,1081,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15721,314,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15724,2678,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15726,1945,"sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15728,592,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15730,818,"dfsioe_write","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15731,643,"prep_dfsioe","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15736,2692,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15737,1904,"sort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15740,603,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15743,308,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15744,1990,"sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15748,1096,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15749,310,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15751,2037,"sort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15753,601,"prep_pagerank","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15756,1373,"terasort","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15757,317,"prep_kmeans","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15758,2782,"wordcount","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15760,2240,"sort","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15922,1223,"terasort","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15923,2819,"wordcount","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15928,1272,"terasort","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15929,301,"prep_kmeans","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15931,2810,"wordcount","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15933,2540,"sort","ETH","HDD",10,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15937,1216,"terasort","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15938,287,"prep_kmeans","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15940,2616,"sort","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15942,1116,"terasort","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15944,306,"prep_kmeans","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15946,2500,"sort","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15948,656,"prep_pagerank","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15951,763,"dfsioe_write","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15952,745,"prep_dfsioe","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15956,2986,"wordcount","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15958,2687,"sort","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15960,660,"prep_pagerank","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15963,770,"dfsioe_write","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
15964,709,"prep_dfsioe","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
16126,300,"prep_kmeans","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
16127,2673,"wordcount","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
16128,2318,"sort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
16129,605,"prep_pagerank","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
16130,1216,"terasort","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
16131,305,"prep_kmeans","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
16132,2816,"wordcount","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
16133,2361,"sort","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
16134,601,"prep_pagerank","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
16135,761,"dfsioe_write","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
16136,646,"prep_dfsioe","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
16137,1061,"terasort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
16138,302,"prep_kmeans","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl15","al-15",8,1,"linux",4,28,"azure","A6","IaaS"
