"Exe.Time","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10","Comp.11","Comp.12","Comp.13","Comp.14","Comp.15","Comp.16","Comp.17","Comp.18","Comp.19","Comp.20"
"4184",1964,1922.90731972357,-25.8099723323224,2.86115240067005,1.30649608393968,-1.20759385993958,-0.648844918191825,0.479849112942383,0.693556876725551,-0.104399494827231,0.434294642190509,-0.414226684749101,-0.0492537600280874,0.264106156671631,0.0620275765255307,0.0156916014725726,-0.00767589140261891,0.828473132366198,-0.412565638591934,-0.1759874810215,-0.110288788802055
"2979",879,-59517.0944991113,36.2779861414305,9.36358625425956,0.775807137079133,-1.34771142899335,-0.789299323011415,-0.340547194946281,-0.340570476893665,-0.130190170921879,0.104192865724149,-0.130371414358372,-0.0358684804932924,0.285309550000847,0.115301150210034,0.437958214954154,0.679182694837866,-0.29429839011814,-0.0697340541417654,-0.0379254334186604,-0.12764014645295
"2101",5877,1922.90535492583,38.1571759282655,3.00758123457644,-3.51064630325337,1.05417084572173,-0.344762969334879,0.128372929572761,0.224390532777657,-0.443738304427233,-0.686736352180679,0.293292968428029,-0.458139414562901,-0.763252443338066,0.251997729080875,-0.0134565602438959,-0.00280363504587146,-0.163797366869888,-0.115191739408638,-0.0679915928243823,0.0375242246569053
"476",3034,1922.90435562242,70.1564177402294,2.97140949667237,-3.70599437108953,0.192733609174176,-0.103389722986486,0.481691374057619,-0.381860946790647,-0.30466038352973,0.568012191624223,0.43751925704148,-0.0878519440636219,0.441053995112617,0.0812041769107276,0.0198919454965042,-0.00884399768661079,0.180102018431926,0.241723171247127,0.933187748531186,-0.0603034715240246
"1216",2645,1922.91134782464,-153.837006591304,3.2590383665011,-2.10578596850341,-0.592745722607866,0.925343161955234,0.0923082850462746,-0.00881021452026977,-0.0597687024351451,-0.398261608563928,-0.579515835519065,-0.928062399120688,-0.200085454516285,-0.132123681949661,-0.00565893722374887,-0.00430895590227152,0.714091740810423,-0.469854976159533,-0.229463197123076,-0.0222298204633331
"3492",1025,1922.90732152246,-25.8103035291896,2.86768499327129,1.22227663532922,-0.714820586227211,-0.222721379459368,1.3131253492482,0.306310993553856,0.522923763436682,-0.0779151132377025,0.30096412393693,0.0236772483231761,-0.458953895006842,-0.254021256528562,-0.0115676775906716,0.0136869640525162,-0.0424245888512437,-0.0416053600625832,-0.0151065457289788,-0.0739414384713027
"552",2615,1922.91133614622,-153.822286133662,3.17383509823919,-0.115979817837859,-0.344513867038857,1.26584684044119,-0.238334949720463,0.220211186406432,0.216604580367362,0.559222406852124,0.76337817092343,-0.0768586918679292,0.407422769981906,0.00323058268362947,-0.805889280158996,0.015385768397971,-0.304917732326127,-0.173820506656514,-0.106515930458428,0.036703977460738
"4347",1266,-59517.0966956754,100.35463331359,3.7604847912728,11.8753618676248,0.0579791430675773,0.911658235521794,0.561370989837223,0.22567113750341,-0.471448010683651,0.268588074718586,-0.442528007645842,-0.0218973838675466,0.429737027744995,0.212691950654524,0.018981825862469,-0.0193887485179531,0.149598385848859,0.0279063783417958,0.0303372411612819,1.07136033617894
"1529",1334,1922.90435512487,70.1559087062607,2.96316515824954,-3.72390045735429,1.01388768564079,-0.668327267191139,0.256174990588865,-0.369038155558322,0.180745888386399,0.10888541229517,-0.390700775864702,0.38731892091079,0.262462357230246,0.85705588211688,0.451878289941751,0.672335822773657,-0.316670668179345,-0.0809827451144209,-0.0445088053420388,0.0146819332493826
"2777",2709,67458.9032554046,72.1713478326642,-38.8796475673289,-0.95343665222152,-1.36054974238031,-0.127126468666269,-0.607400768140832,-0.424432920039895,-0.191725487336398,0.117703050446757,-0.178186113049048,-0.0204126260963244,0.339069079000091,0.112745541630896,0.390349745288718,-0.727820466079751,-0.283333399616405,-0.0178119290736046,-0.018453432713579,-0.138892248809408
"2254",1100,1922.90532466311,38.1888227796148,2.80027561225705,0.821349802065157,-1.10980117415965,-0.189404601809743,-0.39083523110709,1.41768606542597,0.362045946814495,0.264618780751145,0.0100910407269207,-0.0195374684370226,0.057874196362308,-0.0781452754560295,0.00225451334342798,-0.00595288108787944,0.101451431662005,0.013095701143191,0.0270535866974411,0.971890254515035
"3587",928,1922.90630486661,-25.871097852269,-37.0896942333528,-0.579319763793189,-1.1176805274301,0.0942926237994597,0.563093913464773,0.807182060921586,-0.261324954638356,-0.240616079571536,0.132261705596391,0.0571715271081817,0.0864929567603215,0.0775825507585544,0.00191132180143433,-0.00479324313417255,-0.0423722037131396,0.00501472163257208,0.000673957489348126,-0.0670888863234616
"208",735,1922.90435781186,70.15631135822,2.98234475899429,-3.76551532045649,1.17171793381606,-0.0658282037044194,-0.604132544807913,0.312051455408979,0.0911717922077371,0.513869842508522,0.731466339367289,-0.0628841739457212,0.354911267568471,-0.0291283731580017,0.39353718180339,-0.729770640278779,-0.302309465874978,-0.158602762931506,-0.0909154964909354,0.0310924386151826
"2285",628,1922.9073196915,-25.8098848644702,2.86139030678334,1.31459271773517,-1.20033408183094,-0.647953208591379,0.445441280877879,0.707960363895929,-0.04941601400097,0.499084549460791,-0.450365869502994,-0.0567874829893598,0.327799788115703,0.0549341861145432,0.43959382504761,0.682071172173195,-0.276423449981368,-0.107221319737914,-0.0490863920643428,-0.0961101759759397
"1691",2828,1922.9053442334,38.1724456896086,2.94145072743232,-1.50894514925959,-0.379928993699729,1.10078708821137,-0.214711254018429,0.170880765195574,0.663776099722467,-0.0523583797638942,0.0464660625289079,0.403435006889441,0.0853224134637905,0.768339685461698,0.0235539495646929,-0.016783953000056,0.7765318680979,-0.507600002310628,-0.244371934620384,0.036556651114377
"3644",944,67458.9043953418,72.2408448484369,6.04538522399219,1.20212518876167,-1.29102317574774,-1.05297522790006,0.960721989359687,0.874505301025997,-0.220445094670673,-0.232367712599891,0.153890494869471,0.059243173299042,0.0425533645142397,0.0485777002177841,0.0023170032357288,-7.91958179140392e-05,-0.0513550141911498,-0.0774546227837491,-0.0321753967047669,-0.0404534964345386
"3571",976,1922.91144038284,-153.799564129797,7.99136799624616,2.43678575839619,0.488114274799099,-1.7078995753666,0.54861876212666,1.03770167961541,-0.38401896779169,-0.31530225956169,0.143362422916923,0.0919798812952531,0.0222437732612294,0.0742056547012043,0.000180508427677408,-0.00204491376142764,-0.0351597525429814,-0.0378208371633729,-0.0137102101820888,-0.050276554849383
"1767",2480,1922.91134804207,-153.836790615536,3.26092551784185,-2.09841042735691,-0.600200839752758,0.959124140631822,0.0769786084225762,0.0682055219535571,-0.03595865853238,-0.0627804521910758,-0.447304051806322,-0.126956367102664,-0.729042400322885,0.850340537884373,0.00653784308382312,-0.0145460519400637,0.113588472066812,0.790980667414861,-0.381514360148751,-0.06080225787264
"2559",1184,1922.90732041376,-25.8101196548808,2.86844900315853,1.31340486508033,-1.39113387136303,-0.726321678467974,-0.312698284909362,-0.250353466845656,-0.197810337602126,-0.000109501513271271,-0.0701932244215642,-0.000188766406150464,0.208264579968922,0.115267647127325,0.00999468929087895,-0.00647828734621237,0.235479560444372,0.906311355184953,-0.314366579597634,-0.189710849039619
"2880",835,1922.90532285372,38.1880234429552,2.78941599463858,0.850852318567626,-1.39588612157821,-0.813686517086288,-0.340560524011126,-0.340619169133678,-0.139371552772834,0.110752285562545,-0.139359285244495,-0.0368124655669029,0.298286486336042,0.120689741390718,0.43729017332858,0.682522084096161,-0.294458985790393,-0.069783187146358,-0.0388281194444519,-0.12643019303023
"1207",2986,1922.90435745142,70.1570327238151,2.99013059886226,-3.72463886471606,-0.575198535078633,0.796199850561744,0.069855260134711,-0.109280109607643,-0.0134392989523053,-0.338230224503685,-0.675997526236207,0.225306305277803,0.268150860906235,-0.824398302390758,-0.836335220761901,0.0546466107982711,-0.339325962566179,-0.176819048258036,-0.104122333888805,0.00335879485750141
"1959",2620,1922.90435682663,70.1561126602994,2.97309966220525,-3.7685324827661,1.11961786437587,-0.245867933853784,0.141075316920805,0.204044677222534,-0.36535711815757,-1.13205525517191,-0.0433951849618189,-0.810963037562477,-0.410475831303449,-0.0970865568762697,-0.0186159698073974,-0.00139733105430104,-0.146907042964362,-0.109483020060403,-0.0695377441151602,0.0525456442611682
"2257",672,1922.90532487098,38.1888461295949,2.80233212288085,0.817392783133882,-1.07358926268559,-0.130549913696706,-0.431084776789661,1.40009571776242,0.370887708025399,0.362477253518826,-0.0700235349088968,-0.0403244926955405,0.185911430638528,-0.0299659791361187,0.433255413647191,0.683452732822769,-0.278855033306721,-0.203464690999988,-0.103761151891454,-0.0713286272939204
"3878",4597,1922.90529829651,38.2162486950243,2.60206891830258,4.7673157959871,-0.141516521970298,-0.858732628772622,-0.0543241103053703,-0.261877989041335,-0.533240399716268,-0.708511656688327,0.434390673707524,0.101112713772438,0.0827524339391746,0.198040757046684,0.00229615765354231,-0.00532476810336302,-0.0450460205443177,-0.0365595505577133,-0.0256009242827869,-0.0382586900729585
