"Exe.Time","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10","Comp.11","Comp.12","Comp.13","Comp.14","Comp.15","Comp.16","Comp.17","Comp.18","Comp.19","Comp.20"
"4020",504,1922.90525336702,38.2737598053853,2.27621899531454,12.5887853323153,0.821320193065816,0.845045345179579,-1.29201359131768,-0.0239674720772057,-0.214925444942827,-0.193880481969127,0.159222844877856,0.0153798945517558,0.380579903860891,0.252430455288401,0.438720885182339,0.676844117322387,-0.245126279674305,-0.234366802587321,-0.140457849770099,0.0188843599837568
"2249",434,1922.90732221124,-25.8094124412068,2.87929891250202,1.28153611258765,-1.07289902138608,-0.0899929184950662,-0.432781329118382,1.41860946397482,0.372615779213525,0.356151160818063,-0.069527315356702,-0.0101123047347381,0.161516596303676,-0.0762959739918763,0.386602657463807,-0.72849029201518,-0.274415668605045,-0.198088730047271,-0.101910183231549,-0.0753743634325945
"2869",2499,-30845.0929060307,-26.8483478460221,-6.27634277429329,0.671460431202762,-1.33850830354242,-0.492890491370675,-0.441015956416808,-0.347360740057876,-0.146897924587085,0.101677179313879,-0.14315255334493,-0.00846384555853256,0.283231194705986,0.0815283588236731,0.390890382776681,-0.731665931722135,-0.287598977066997,-0.0451478596563612,-0.028840123154818,-0.136344629669328
"382",620,1922.90535624357,38.1573584379688,3.02445112578872,-3.52845154256728,0.294603381331191,0.379712657270564,-0.106885595736182,-0.0869723510139723,-0.582721651923841,0.542980612217843,0.150834140289574,0.530282990323005,-0.0144437301728134,-0.620079405362852,0.373019219201732,-0.692090055225842,-0.352196420673575,-0.171256268553666,-0.0949565819762237,0.006703337729047
"414",2790,1922.90535617161,38.1572977195501,3.02442519571927,-3.52713124498095,0.285978225159277,0.372091915931701,-0.102066883995318,-0.0491196643260201,-0.588394791087333,0.575777426093259,0.206488442260663,-0.648449463215322,-0.356523507300642,0.134509780728005,-0.81773032652349,0.0146601957844223,-0.383281116233915,-0.167893998314279,-0.0944766013948541,0.0059295339186323
"1304",4496,1922.9113360582,-153.823407082777,3.1634301955402,-0.189918752199265,1.33003392857891,0.296007098630403,-0.266863938727037,0.0544982621837872,-0.278583548050297,-0.173126239007936,-0.537768310393022,1.05896366530072,-0.313250149754367,0.218477077608337,-0.00279641238531322,0.0226015839478812,0.175415625100168,0.793434101859369,-0.379295951337391,-0.0349625142849217
"2873",2080,-30845.0959019641,69.1489486450265,-6.39201545552983,-0.0330348152306053,-1.34605643042678,-0.55412492003212,-0.403185757727166,-0.391306196714865,-0.20546247211573,0.0446231339787901,-0.109135320411785,-0.033251394843229,0.246209975636069,0.136669461478784,0.0138768104712955,-0.00970053422914762,0.813013912703676,-0.357864947014632,-0.158080704704503,-0.144947952171472
"2975",1468,1922.90445103534,70.1948198598414,7.74402202514052,0.856720365553752,-1.40754734757311,-0.93804383868153,-0.296624187602865,-0.343350853770297,-0.137305640059702,0.119197937127719,-0.135431276906953,-0.0265234056197342,0.307485507344087,0.125687990284974,-0.809013288324025,0.0150589457310045,-0.283197427683201,-0.0761650934367007,-0.0407319172136806,-0.123367427768923
"3884",5223,1922.90529829998,38.216738047642,2.60700284157794,4.79579993288357,-1.00027356330732,-0.392754438655027,0.124901422337411,-0.310173803751382,-0.443050437655959,-0.675319176206814,0.448226089280495,0.092131292076581,0.0814379527511448,0.178455069983027,0.0028733088625028,-0.00541362425473539,-0.053111275306989,-0.045312325875122,-0.0310305470049327,-0.0404455704816259
"3703",2626,1922.90525126053,38.2728796875558,2.25544670505891,12.5909707709749,1.56134397744509,-0.123487006854754,-0.562885661473598,-0.624830945192751,-0.793115464641298,-0.209629648048357,-0.165150313578806,0.034368987216039,0.449511915524855,0.359039819405418,0.0177403804466821,-0.0144556801589441,0.258166423109182,0.184847028075781,0.895378561490973,-0.0691244171061958
"4245",3849,1922.90332724493,102.186499002746,2.72196673530178,0.342946653994118,-1.30962308831184,-0.445702753291106,-0.464444281340145,0.204810210662605,-0.658209211411007,-0.748635345726151,0.307131213302093,-0.463078368221626,-0.877280373081206,0.161527006905983,-0.0176140456503313,-0.00219485790303006,-0.15024059320622,-0.118886679703278,-0.0672708500472229,-0.0780368762444772
"2533",1108,1922.90532507569,38.1884803108422,2.80523727111645,0.822119969265833,-1.30615699895451,-0.315566462585935,-1.18028866458893,0.391162978944774,0.275796399071145,-0.126533021615959,0.324349089522525,0.00465571755576703,0.0238057385040364,-0.0158251549565876,-0.000520928548135638,-0.00504084162661947,0.0831045516034151,0.0545274488378129,0.0382889071825778,0.93851112909015
"2330",6043,1922.90432920194,70.1868501797944,2.78289722620837,0.455984041852547,-0.779554019371433,0.264578216653199,-0.432550549802577,-0.514886002804642,0.192419199744288,0.0131470736976022,-0.140409307950598,0.571518840712679,-0.784566037014353,-0.83677825425678,-0.0311621902757532,0.0491421170310885,0.161093528250393,0.162400230677808,0.892989794742891,-0.21567155629221
"401",1241,1922.91134789617,-153.83745741782,3.25516555207678,-2.13349480235253,0.283395354051896,0.489891333005037,-0.115645717315324,0.0187325918124058,-0.57560973412804,0.559987134790448,0.214274497420581,-0.647258749108359,-0.383529066696094,0.116958789266228,0.427434445185472,0.683459304327916,-0.396242742726804,-0.159120092003703,-0.0931521293898685,-0.00271913700272243
"932",1282,1922.90535624008,38.1572427064747,3.01995872314165,-3.52557146960977,1.15969775773106,-0.0766626788949341,-0.613292797714134,0.361778874566949,0.575637258021228,-0.410684689059612,-0.107917616645757,-0.366125060328769,0.620925092597318,-0.224541705030563,0.429713942684828,0.684931735363611,-0.29371269099867,-0.154626091214025,-0.0952812494068773,0.0274043219721375
"3897",1027,1922.90532669847,38.1879381122579,2.80369288609345,0.696592563831457,0.270681274255165,-0.17129627468229,0.257373758937878,1.04674216213039,0.853037523402741,-0.24771488966118,0.667471042958057,0.0491216603128524,-0.599527771295987,-0.319335734715568,-0.0184832402000509,0.0151573808534625,-0.0367909174139247,-0.129095956007249,-0.0643516828339441,-0.046973009380616
"4001",698,1922.90532526045,38.1864933007074,2.79287569991967,0.689655854345202,0.822364978165091,-1.2187647100307,-0.260872750076038,-0.824734248127447,0.419809304372469,0.209434639457272,-0.027010915287463,-0.0598187219865869,-0.193182217528012,-0.140029446763577,0.422330587617013,0.699714792924784,-0.271007199308885,-0.0381614163072339,-0.0195738137996249,-0.145403906492231
"1866",3040,1922.90535555888,38.1569383304499,3.01239085044507,-3.54359853033014,1.12934022906617,-0.196447558427474,0.145028864970074,0.179916404948993,-0.84413867310216,-0.206813707840735,0.801995480573244,-0.529498001999567,-0.661205134154665,0.137785900298584,-0.00908355485052011,-0.00323442678215287,-0.160565871041477,-0.11084842252447,-0.0650688641286319,0.0541612803016996
"3103",5134,-30845.0896704775,-154.892248293838,-36.0841135670589,0.0221960024908476,0.934825485192839,-0.28853855160714,-0.174360734203921,-0.66463961833161,0.220935878020526,-0.542065205660514,0.568252370080001,0.0667999311261191,-0.451652270796191,-0.128447085412428,-0.0164327495398953,0.0123550719171553,-0.0373127572912004,0.090130761434864,0.0352108161248167,-0.127304911919085
"3619",970,1922.90731910878,-25.8097520921771,2.85435744143949,1.3265048257587,-1.21555760329647,-0.749599566750142,0.874986510027549,0.887017701967718,-0.216637017829239,-0.242982428095456,0.160944922833957,0.0646463481345743,0.0351437712332712,0.0458693057530455,0.00223760570297465,-0.00332803247336256,-0.0497458658074091,-0.0557215802668899,-0.0235016059295143,-0.0505939641919668
"3647",907,-30845.0925267751,-26.8248601503183,8.69065126093357,1.39765383002203,-1.19557393001008,-0.785820107692269,0.893187353661628,0.891700750223417,-0.209133484528198,-0.246618822339829,0.167411641645414,0.0655858380670394,0.0252273693654225,0.0411454511646928,0.00261292779753718,-0.0050235694559058,-0.0500903450710401,-0.0592383269419091,-0.0244304145818591,-0.0502770688930802
"2722",4036,1922.90744938099,-25.8040970500828,7.86284894888986,1.39202725749295,0.810820584981309,-1.28369423864776,-0.223582727834412,-0.796241046784277,0.427123367661735,0.202812753191019,-0.0229292935805725,-0.0286721813974854,-0.223995700053745,-0.190323597245024,0.375718616921322,-0.712045080580563,-0.267489542368993,-0.0403774930919489,-0.0207447905670774,-0.147387777364469
"3843",394,1922.90529877978,38.2170554224836,2.61117108557817,4.78115963780384,-0.783138181784166,-0.117152828820476,0.516123494364183,0.605501200397626,-0.251724661942144,0.34985735510958,-0.411428155566235,-0.0210901944497231,0.322695677203338,0.123213170358423,0.0161812762335343,-0.0103879580501051,0.268807911061973,0.833857114187477,-0.344366161643326,-0.11280420447951
"2489",1313,1922.90732263805,-25.8100276435814,2.88496858016975,1.25809765885151,-1.29045110167873,-0.217120108795312,-0.869578899980888,0.138075021427254,-0.545721001383516,-0.12024969371458,-0.231762053674821,-0.543670331614475,-0.679201418644505,0.161734358227355,-0.00802510051593214,-0.00533489716055091,0.15270902460502,0.809701738260076,-0.367417048469988,-0.189892852408433
"3527",1010,-59517.0896493849,-155.786283631437,-35.3645263376232,-0.0205401600321651,0.658635312216916,-0.628647143104721,0.158766345488035,0.937955820547759,-0.430697506952131,-0.318903743745186,0.11649627225609,0.0835803400858729,0.0734533188348472,0.108458619777407,0.000440695176325811,-0.00721581634573478,-0.025782079252892,0.0381486732155473,0.0174119301172808,-0.0721051609364713
