"ID","Exe.Time","Benchmark","Net","Disk","Maps","IO.SFac","Rep","IO.FBuf","Comp","Blk.size","Cluster","Pred.Exe.Time"
20359,2697,"pagerank","ETH","RL1",8,10,2,65536,"BZIP2",256,"Azure L",2697
18190,2589,"kmeans","ETH","RL3",10,10,3,65536,"ZLIB",64,"Azure L",2589
1477,2235,"pagerank","IB","HDD",12,10,1,32768,"None",64,"Local 1",2235
1066,1056,"terasort","ETH","SSD",12,20,3,4096,"None",256,"Local 1",1056
1074,666,"wordcount","ETH","SSD",12,20,3,4096,"None",64,"Local 1",666
1725,2537,"pagerank","ETH","HDD",12,10,3,32768,"None",64,"Local 1",2537
18354,678,"sort","ETH","RL2",8,10,1,65536,"BZIP2",64,"Azure L",678
1024,1146,"bayes","ETH","SSD",12,20,3,32768,"None",256,"Local 1",1146
22117,795,"sort","ETH","RL1",10,10,3,65536,"None",64,"Azure L",770
1033,788,"wordcount","ETH","SSD",12,20,3,131072,"None",32,"Local 1",788
1163,3811,"terasort","IB","HDD",12,20,1,131072,"None",256,"Local 1",3811
2179,375,"dfsioe_write","IB","SSD",12,10,1,65536,"ZLIB",256,"Local 1",375
20245,2769,"pagerank","ETH","RL1",10,10,1,65536,"Snappy",64,"Azure L",2793
20308,3014,"kmeans","ETH","RL1",8,10,2,65536,"ZLIB",32,"Azure L",3014
18774,1390,"wordcount","ETH","RL2",10,10,3,65536,"None",256,"Azure L",1390
620,391,"dfsioe_write","ETH","SSD",24,10,1,65536,"None",64,"Local 1",391
893,1064,"terasort","ETH","SSD",12,5,1,131072,"None",256,"Local 1",1064
796,974,"terasort","IB","SSD",12,20,1,131072,"None",32,"Local 1",974
2057,2096,"pagerank","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1",2096
21931,720,"sort","ETH","RL1",10,10,2,65536,"BZIP2",32,"Azure L",720
1951,2853,"sort","IB","HDD",12,10,1,65536,"Snappy",64,"Local 1",2853
18416,4300,"dfsioe_read","ETH","RL2",10,10,1,65536,"None",64,"Azure L",4300
18703,1290,"wordcount","ETH","RL2",8,10,3,65536,"BZIP2",64,"Azure L",1290
20321,1253,"wordcount","ETH","RL1",8,10,2,65536,"ZLIB",128,"Azure L",1253
1680,2187,"pagerank","IB","HDD",12,50,1,65536,"None",32,"Local 1",2187
860,977,"terasort","IB","SSD",12,20,3,131072,"None",128,"Local 1",977
20,2526,"terasort","ETH","HDD",12,100,1,65536,"None",0,"Local 1",2526
18447,1241,"dfsioe_write","ETH","RL2",10,10,1,65536,"ZLIB",64,"Azure L",1241
4156,6691,"terasort","ETH","R1",8,10,1,65536,"ZLIB",64,"Azure L",6691
20071,2782,"pagerank","ETH","RL1",8,10,1,65536,"ZLIB",32,"Azure L",2782
22047,3011,"dfsioe_read","ETH","RL1",8,10,3,65536,"BZIP2",64,"Azure L",3011
22228,6603,"sort","ETH","RR3",8,10,1,65536,"None",32,"Azure L",6603
396,517,"wordcount","ETH","HDD",24,10,1,65536,"ZLIB",64,"Local 1",517
22026,1278,"wordcount","ETH","RL1",8,10,3,65536,"ZLIB",64,"Azure L",1278
1443,1085,"bayes","IB","HDD",12,5,1,65536,"None",32,"Local 1",1085
2215,1198,"kmeans","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1",1198
18493,2708,"kmeans","ETH","RL2",10,10,1,65536,"Snappy",32,"Azure L",2708
1399,1232,"kmeans","IB","HDD",12,5,1,131072,"None",32,"Local 1",1232
22207,766,"sort","ETH","RL1",10,10,3,65536,"Snappy",64,"Azure L",766
20074,2759,"kmeans","ETH","RL1",8,10,1,65536,"ZLIB",64,"Azure L",2759
20196,657,"sort","ETH","RL1",10,10,1,65536,"ZLIB",64,"Azure L",657
20185,2826,"pagerank","ETH","RL1",10,10,1,65536,"ZLIB",64,"Azure L",2855
517,922,"terasort","ETH","SSD",16,10,3,65536,"ZLIB",64,"Local 1",922
18773,2568,"kmeans","ETH","RL2",10,10,3,65536,"None",256,"Azure L",2568
1015,592,"wordcount","ETH","SSD",12,20,3,32768,"None",128,"Local 1",592
1151,3718,"terasort","IB","HDD",12,10,1,4096,"None",256,"Local 1",3718
11044,2750,"dfsioe_read","ETH","RL3",8,10,3,65536,"BZIP2",128,"Azure L",2750
10844,2729,"dfsioe_write","ETH","RL3",10,10,1,65536,"BZIP2",64,"Azure L",2729
896,1096,"terasort","ETH","SSD",12,5,1,4096,"None",128,"Local 1",1096
10823,763,"sort","ETH","RL3",10,10,1,65536,"ZLIB",256,"Azure L",763
565,600,"dfsioe_read","IB","SSD",16,10,1,65536,"ZLIB",64,"Local 1",600
4298,2607,"terasort","ETH","RL2",8,10,3,65536,"BZIP2",256,"Azure L",2607
18383,1290,"wordcount","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L",1290
1775,3511,"pagerank","ETH","HDD",12,10,3,65536,"None",128,"Local 1",3511
20336,3238,"dfsioe_read","ETH","RL1",8,10,2,65536,"BZIP2",64,"Azure L",3264.5
366,522,"wordcount","ETH","SSD",24,10,2,65536,"ZLIB",64,"Local 1",522
977,1076,"terasort","ETH","SSD",12,10,3,4096,"None",64,"Local 1",1076
992,935,"sort","ETH","SSD",12,10,3,65536,"None",128,"Local 1",935
473,1088,"kmeans","ETH","HDD",16,10,2,65536,"None",64,"Local 1",1088
157,3849,"terasort","IB","HDD",12,10,1,65536,"BZIP2",0,"Local 1",3849
4317,2767,"terasort","ETH","RL2",10,10,3,65536,"Snappy",128,"Azure L",2767
1231,6401,"terasort","IB","HDD",12,10,3,32768,"None",256,"Local 1",6401
11008,2864,"dfsioe_read","ETH","RL3",8,10,3,65536,"ZLIB",64,"Azure L",2864
1674,1856,"sort","IB","HDD",12,50,1,4096,"None",64,"Local 1",1856
10992,2658,"pagerank","ETH","RL3",8,10,3,65536,"None",256,"Azure L",2658
4206,2970,"terasort","ETH","RL3",8,10,2,65536,"ZLIB",256,"Azure L",2970
624,728,"sort","ETH","SSD",12,10,2,65536,"None",64,"Local 1",728
10953,754,"sort","ETH","RL3",10,10,2,65536,"Snappy",64,"Azure L",745
20348,3291,"dfsioe_read","ETH","RL1",8,10,2,65536,"BZIP2",64,"Azure L",3264.5
1783,845,"wordcount","ETH","HDD",12,10,3,65536,"None",64,"Local 1",771.5
4212,3022,"terasort","ETH","RL3",8,10,2,65536,"Snappy",64,"Azure L",3022
251,447,"sort","IB","SSD",12,10,1,65536,"None",64,"Local 1",447
1279,4286,"terasort","ETH","HDD",12,5,1,32768,"None",256,"Local 1",4286
778,953,"terasort","IB","SSD",12,10,1,32768,"None",256,"Local 1",953
64,653,"terasort","IB","SSD",24,10,1,131072,"None",0,"Local 1",653
1982,6616,"dfsioe_read","ETH","HDD",12,10,1,65536,"None",32,"Local 1",6616
1652,1303,"kmeans","IB","HDD",12,50,1,131072,"None",64,"Local 1",1303
20080,2619,"kmeans","ETH","RL1",8,10,1,65536,"ZLIB",128,"Azure L",2619
18621,2907,"pagerank","ETH","RL2",10,10,2,65536,"Snappy",128,"Azure L",2907
18894,1246,"wordcount","ETH","RL1",8,10,1,65536,"None",256,"Azure L",1246
2217,477,"sort","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1",476.5
1777,2062,"kmeans","ETH","HDD",12,10,3,65536,"None",256,"Local 1",2062
576,577,"dfsioe_read","IB","SSD",12,10,2,65536,"ZLIB",64,"Local 1",577
452,972,"kmeans","IB","HDD",24,10,1,65536,"ZLIB",64,"Local 1",972
18241,2764,"pagerank","ETH","RL3",10,10,3,65536,"BZIP2",128,"Azure L",2764
20086,2668,"kmeans","ETH","RL1",8,10,1,65536,"ZLIB",256,"Azure L",2668
395,512,"wordcount","ETH","HDD",24,10,1,65536,"None",64,"Local 1",512
20151,1346,"dfsioe_write","ETH","RL1",8,10,1,65536,"Snappy",256,"Azure L",1346
1040,929,"sort","ETH","SSD",12,20,3,131072,"None",128,"Local 1",929
4314,2489,"terasort","ETH","RL2",10,10,3,65536,"BZIP2",256,"Azure L",2489
1322,4814,"terasort","IB","HDD",24,10,1,65536,"None",64,"Local 1",4166.33333333333
149,1250,"dfsioe_write","ETH","HDD",12,10,1,65536,"ZLIB",0,"Local 1",1250
21845,2789,"kmeans","ETH","RL1",8,10,2,65536,"Snappy",64,"Azure L",2788
18654,2736,"kmeans","ETH","RL2",8,10,3,65536,"None",256,"Azure L",2736
22012,4130,"dfsioe_write","ETH","RL1",8,10,3,65536,"None",256,"Azure L",4130
18421,2820,"pagerank","ETH","RL2",10,10,1,65536,"None",128,"Azure L",2820
21846,1281,"wordcount","ETH","RL1",8,10,2,65536,"Snappy",64,"Azure L",1281
22095,2895,"dfsioe_read","ETH","RL1",8,10,3,65536,"Snappy",128,"Azure L",2895
4453,5847,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L",3877.25
789,970,"terasort","IB","SSD",12,10,1,65536,"None",128,"Local 1",978.5
609,672,"sort","ETH","SSD",12,10,1,65536,"ZLIB",64,"Local 1",672
4404,3233,"terasort","ETH","RL1",10,10,3,65536,"ZLIB",64,"Azure L",3233
20237,1400,"wordcount","ETH","RL1",10,10,1,65536,"BZIP2",256,"Azure L",1400
22130,2804,"pagerank","ETH","RL1",10,10,3,65536,"None",256,"Azure L",2804
73,2679,"terasort","ETH","HDD",24,1,1,65536,"None",0,"Local 1",2679
22032,1261,"wordcount","ETH","RL1",8,10,3,65536,"ZLIB",128,"Azure L",1261
10684,1338,"wordcount","ETH","RL3",8,10,1,65536,"ZLIB",32,"Azure L",1338
1746,1108,"bayes","ETH","HDD",12,10,3,131072,"None",64,"Local 1",1108
20267,1393,"wordcount","ETH","RL1",10,10,1,65536,"Snappy",256,"Azure L",1393
10911,1252,"wordcount","ETH","RL3",8,10,2,65536,"None",256,"Azure L",1252
4290,2735,"terasort","ETH","RL2",8,10,3,65536,"None",256,"Azure L",2735
4122,2499,"terasort","ETH","RL1",8,10,1,65536,"Snappy",64,"Azure L",2499
962,1047,"terasort","ETH","SSD",12,5,3,65536,"None",32,"Local 1",1047
1833,881,"wordcount","ETH","HDD",12,20,3,4096,"None",128,"Local 1",881
20200,2505,"kmeans","ETH","RL1",10,10,1,65536,"ZLIB",128,"Azure L",2505
1299,4886,"terasort","ETH","HDD",12,20,3,131072,"None",256,"Local 1",4886
249,1439,"dfsioe_write","ETH","HDD",12,10,1,65536,"None",128,"Local 1",1439
544,5266,"terasort","ETH","HDD",12,10,2,65536,"None",64,"Local 1",5266
4230,2675,"terasort","ETH","RL2",8,10,1,65536,"ZLIB",256,"Azure L",2675
20165,1275,"wordcount","ETH","RL1",10,10,1,65536,"None",64,"Azure L",1275
439,1007,"kmeans","ETH","SSD",24,10,2,65536,"None",64,"Local 1",1007
2135,1111,"bayes","IB","SSD",12,10,1,65536,"None",128,"Local 1",1111
18303,1286,"dfsioe_write","ETH","RL2",8,10,1,65536,"None",128,"Azure L",1286
805,953,"terasort","IB","SSD",12,20,1,65536,"None",128,"Local 1",953
18715,1262,"wordcount","ETH","RL2",8,10,3,65536,"BZIP2",256,"Azure L",1262
1592,2271,"pagerank","IB","HDD",12,20,1,4096,"None",256,"Local 1",2271
1975,6662,"dfsioe_read","ETH","HDD",12,10,1,65536,"None",64,"Local 1",6662
18617,2568,"dfsioe_write","ETH","RL2",10,10,2,65536,"Snappy",64,"Azure L",2568
8,881,"terasort","ETH","SSD",12,10,3,65536,"None",0,"Local 1",881
694,4466,"sort","IB","HDD",12,10,3,65536,"ZLIB",64,"Local 1",4466
4409,3346,"terasort","ETH","RL1",10,10,3,65536,"BZIP2",128,"Azure L",3346
22090,4117,"dfsioe_write","ETH","RL1",8,10,3,65536,"Snappy",64,"Azure L",4117
234,4525,"terasort","IB","HDD",12,10,1,65536,"None",128,"Local 1",4458.5
18463,2843,"pagerank","ETH","RL2",10,10,1,65536,"BZIP2",64,"Azure L",2843
18690,2800,"kmeans","ETH","RL2",8,10,3,65536,"BZIP2",64,"Azure L",2802.5
1138,4629,"terasort","IB","HDD",12,5,1,65536,"None",128,"Local 1",4629
1068,557,"wordcount","ETH","SSD",12,20,3,4096,"None",256,"Local 1",557
18309,1322,"dfsioe_write","ETH","RL2",8,10,1,65536,"None",256,"Azure L",1322
819,1011,"terasort","IB","SSD",12,50,1,4096,"None",64,"Local 1",1011
1435,879,"wordcount","IB","HDD",12,5,1,4096,"None",64,"Local 1",879
10666,1270,"wordcount","ETH","RL3",8,10,1,65536,"None",128,"Azure L",1270
18,850,"terasort","ETH","SSD",12,100,1,65536,"None",0,"Local 1",850
18374,3855,"dfsioe_read","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L",3855
21948,1402,"wordcount","ETH","RL1",10,10,2,65536,"BZIP2",256,"Azure L",1402
876,966,"terasort","IB","SSD",12,50,3,131072,"None",128,"Local 1",966
1039,590,"wordcount","ETH","SSD",12,20,3,131072,"None",128,"Local 1",590
1154,4392,"terasort","IB","HDD",12,10,1,65536,"None",128,"Local 1",4458.5
4331,2608,"terasort","ETH","RL1",8,10,1,65536,"Snappy",32,"Azure L",2608
489,1119,"terasort","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1",1119
442,1239,"kmeans","ETH","SSD",12,10,3,65536,"ZLIB",64,"Local 1",1239
1722,1464,"kmeans","ETH","HDD",12,10,3,32768,"None",64,"Local 1",1464
22142,2854,"pagerank","ETH","RL1",10,10,3,65536,"ZLIB",32,"Azure L",2854
21972,1295,"wordcount","ETH","RL1",10,10,2,65536,"Snappy",128,"Azure L",1295
21986,2696,"pagerank","ETH","RL1",8,10,3,65536,"None",64,"Azure L",2696
1554,1296,"kmeans","IB","HDD",12,20,1,32768,"None",64,"Local 1",1296
1044,1184,"kmeans","ETH","SSD",12,20,3,131072,"None",256,"Local 1",1184
10733,701,"sort","ETH","RL3",8,10,1,65536,"BZIP2",256,"Azure L",701
1752,1592,"kmeans","ETH","HDD",12,10,3,4096,"None",128,"Local 1",1592
20134,2775,"kmeans","ETH","RL1",8,10,1,65536,"Snappy",64,"Azure L",2775
63,655,"terasort","IB","SSD",24,10,1,32768,"None",0,"Local 1",655
18382,2756,"kmeans","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L",2756
20283,2553,"dfsioe_write","ETH","RL1",8,10,2,65536,"None",32,"Azure L",2553
4097,2249,"terasort","ETH","RL3",8,10,1,65536,"ZLIB",64,"Azure L",2249
4296,2756,"terasort","ETH","RL2",8,10,3,65536,"BZIP2",64,"Azure L",2463
22202,2804,"pagerank","ETH","RL1",10,10,3,65536,"Snappy",32,"Azure L",2804
956,1018,"terasort","ETH","SSD",12,5,3,131072,"None",256,"Local 1",1018
18852,1271,"wordcount","ETH","RL2",10,10,3,65536,"Snappy",64,"Azure L",1271
1096,969,"terasort","ETH","SSD",12,20,3,65536,"None",64,"Local 1",969
10749,2817,"kmeans","ETH","RL3",8,10,1,65536,"Snappy",64,"Azure L",2817
18260,2991,"dfsioe_read","ETH","RL3",10,10,3,65536,"Snappy",32,"Azure L",2991
18169,2862,"pagerank","ETH","RL3",10,10,3,65536,"None",32,"Azure L",2862
2146,671,"wordcount","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1",671
833,977,"terasort","IB","SSD",12,5,3,4096,"None",128,"Local 1",977
899,1034,"terasort","ETH","SSD",12,5,1,65536,"None",32,"Local 1",1034
10847,801,"sort","ETH","RL3",10,10,1,65536,"BZIP2",128,"Azure L",801
2079,1105,"bayes","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1",1105
10909,5433,"dfsioe_write","ETH","RL3",8,10,2,65536,"None",128,"Azure L",5433
10748,2850,"dfsioe_write","ETH","RL3",8,10,1,65536,"Snappy",32,"Azure L",2850
22127,2596,"kmeans","ETH","RL1",10,10,3,65536,"None",256,"Azure L",2596
518,801,"terasort","ETH","SSD",24,10,3,65536,"None",64,"Local 1",801
18233,1270,"wordcount","ETH","RL3",10,10,3,65536,"BZIP2",64,"Azure L",1270
21916,2732,"dfsioe_write","ETH","RL1",10,10,2,65536,"ZLIB",128,"Azure L",2732
18250,2607,"kmeans","ETH","RL3",10,10,3,65536,"Snappy",64,"Azure L",2607
1001,976,"terasort","ETH","SSD",12,10,3,65536,"None",64,"Local 1",976
411,1181,"kmeans","IB","SSD",12,10,1,65536,"None",64,"Local 1",1181
22093,735,"sort","ETH","RL1",8,10,3,65536,"Snappy",128,"Azure L",735
768,993,"terasort","IB","SSD",12,5,1,4096,"None",32,"Local 1",993
1579,1487,"kmeans","IB","HDD",12,20,1,4096,"None",32,"Local 1",1487
20087,1255,"wordcount","ETH","RL1",8,10,1,65536,"ZLIB",256,"Azure L",1255
1808,986,"wordcount","ETH","HDD",12,20,3,131072,"None",32,"Local 1",986
22027,675,"sort","ETH","RL1",8,10,3,65536,"ZLIB",64,"Azure L",677
18782,2941,"pagerank","ETH","RL2",10,10,3,65536,"ZLIB",64,"Azure L",2941
22015,679,"sort","ETH","RL1",8,10,3,65536,"ZLIB",64,"Azure L",677
20344,2790,"kmeans","ETH","RL1",8,10,2,65536,"BZIP2",64,"Azure L",2790
18531,2824,"pagerank","ETH","RL2",10,10,2,65536,"None",128,"Azure L",2824
1633,882,"wordcount","IB","HDD",12,50,1,32768,"None",64,"Local 1",882
18378,606,"sort","ETH","RL2",8,10,1,65536,"Snappy",32,"Azure L",606
20316,634,"sort","ETH","RL1",8,10,2,65536,"ZLIB",64,"Azure L",634
1787,855,"kmeans","ETH","HDD",12,20,3,32768,"None",32,"Local 1",855
1174,3923,"terasort","IB","HDD",24,10,1,65536,"None",64,"Local 1",4166.33333333333
35,835,"terasort","IB","SSD",12,10,1,4096,"None",0,"Local 1",835
10821,1787,"kmeans","ETH","RL3",10,10,1,65536,"ZLIB",256,"Azure L",1787
1470,1052,"wordcount","IB","HDD",12,10,1,32768,"None",256,"Local 1",1052
909,1069,"terasort","ETH","SSD",12,10,1,131072,"None",256,"Local 1",1069
1719,3505,"sort","ETH","HDD",12,10,3,32768,"None",256,"Local 1",3505
670,2632,"dfsioe_read","IB","HDD",24,10,1,65536,"None",64,"Local 1",2632
638,624,"sort","ETH","SSD",24,10,2,65536,"ZLIB",64,"Local 1",624
1690,2811,"pagerank","ETH","HDD",12,5,3,65536,"None",32,"Local 1",2811
1252,4624,"terasort","IB","HDD",12,20,3,131072,"None",64,"Local 1",4624
844,980,"terasort","IB","SSD",12,10,3,131072,"None",128,"Local 1",980
994,1131,"bayes","ETH","SSD",12,10,3,65536,"None",128,"Local 1",1131
10990,1244,"wordcount","ETH","RL3",8,10,3,65536,"None",256,"Azure L",1244
20339,1334,"wordcount","ETH","RL1",8,10,2,65536,"BZIP2",32,"Azure L",1334
2098,2988,"sort","ETH","HDD",12,10,1,65536,"Snappy",128,"Local 1",2988
20107,2745,"pagerank","ETH","RL1",8,10,1,65536,"BZIP2",64,"Azure L",2745
18415,2863,"pagerank","ETH","RL2",10,10,1,65536,"None",64,"Azure L",2863
1598,1116,"bayes","IB","HDD",12,20,1,4096,"None",64,"Local 1",1116
1489,1407,"kmeans","IB","HDD",12,10,1,131072,"None",256,"Local 1",1407
1791,1113,"bayes","ETH","HDD",12,20,3,32768,"None",32,"Local 1",1113
18212,2902,"dfsioe_read","ETH","RL3",10,10,3,65536,"ZLIB",128,"Azure L",2902
570,388,"sort","IB","SSD",24,10,1,65536,"ZLIB",64,"Local 1",388
1291,4613,"terasort","ETH","HDD",12,5,1,65536,"None",256,"Local 1",4613
883,1019,"terasort","IB","SSD",12,50,3,65536,"None",32,"Local 1",1019
10784,2292,"dfsioe_write","ETH","RL3",10,10,1,65536,"None",64,"Azure L",2292
