"ID","Exe.Time","Benchmark","Net","Disk","Maps","IO.SFac","Rep","IO.FBuf","Comp","Blk.size","Cluster","Pred.Exe.Time"
788,961,"terasort","IB","SSD",12,10,1,65536,"None",32,"Local 1",1221
1642,1381,"kmeans","IB","HDD",12,50,1,131072,"None",128,"Local 1",1303
18707,4605,"dfsioe_write","ETH","RL2",8,10,3,65536,"BZIP2",64,"Azure L",2565
4118,2183,"terasort","ETH","RL2",8,10,3,65536,"Snappy",64,"Azure L",2767
18795,2959,"dfsioe_read","ETH","RL2",10,10,3,65536,"ZLIB",64,"Azure L",3049
189,568,"sort","ETH","SSD",12,10,1,65536,"None",256,"Local 1",728
1308,4991,"terasort","ETH","HDD",12,20,3,65536,"None",64,"Local 1",5266
953,1068,"terasort","ETH","SSD",12,5,3,32768,"None",64,"Local 1",1052
2154,591,"sort","IB","SSD",12,10,1,65536,"ZLIB",32,"Local 1",360
357,615,"wordcount","ETH","SSD",16,10,1,65536,"None",64,"Local 1",530
217,1114,"kmeans","IB","SSD",12,10,1,65536,"None",128,"Local 1",1181
223,445,"dfsioe_write","IB","SSD",12,10,1,65536,"None",128,"Local 1",508
2112,442,"sort","IB","SSD",12,10,1,65536,"None",64,"Local 1",447
1460,978,"wordcount","IB","HDD",12,10,1,32768,"None",32,"Local 1",1003
18178,2551,"kmeans","ETH","RL3",10,10,3,65536,"None",128,"Azure L",2615
1213,4778,"terasort","IB","HDD",12,5,3,32768,"None",32,"Local 1",4524
22013,2809,"kmeans","ETH","RL1",8,10,3,65536,"ZLIB",64,"Azure L",3018
1906,1293,"dfsioe_write","IB","HDD",12,10,1,65536,"BZIP2",64,"Local 1",765.5
22029,2999,"dfsioe_read","ETH","RL1",8,10,3,65536,"ZLIB",64,"Azure L",3087.5
427,980,"kmeans","IB","SSD",24,10,3,65536,"None",64,"Local 1",995
18763,1272,"wordcount","ETH","RL2",10,10,3,65536,"None",64,"Azure L",1390
272,2087,"pagerank","IB","HDD",12,10,1,65536,"None",64,"Local 1",2235
693,4269,"dfsioe_write","IB","HDD",12,10,3,65536,"None",64,"Local 1",2323
590,560,"sort","IB","SSD",12,10,3,65536,"None",64,"Local 1",447
1152,3723,"terasort","IB","HDD",12,10,1,4096,"None",64,"Local 1",3984
1106,2225,"pagerank","ETH","SSD",12,50,3,32768,"None",32,"Local 1",2003
393,612,"wordcount","ETH","HDD",16,10,1,65536,"None",64,"Local 1",966
171,3739,"terasort","IB","HDD",12,10,1,65536,"Snappy",0,"Local 1",2409.5
4233,2697,"terasort","ETH","RL2",8,10,1,65536,"BZIP2",128,"Azure L",2642
20104,2763,"kmeans","ETH","RL1",8,10,1,65536,"BZIP2",64,"Azure L",1489
2085,2142,"pagerank","ETH","HDD",12,10,1,65536,"Snappy",32,"Local 1",2157
4135,5945,"terasort","ETH","R3",8,10,2,65536,"None",64,"Azure L",5171
18644,663,"sort","ETH","RL2",8,10,3,65536,"None",64,"Azure L",735
18606,2743,"kmeans","ETH","RL2",10,10,2,65536,"Snappy",32,"Azure L",2708
718,2431,"dfsioe_read","ETH","HDD",16,10,1,65536,"ZLIB",64,"Local 1",3907.5
18901,588,"sort","ETH","RL1",8,10,1,65536,"ZLIB",64,"Azure L",657
1181,5017,"terasort","IB","HDD",12,20,1,65536,"None",32,"Local 1",5337
1442,2167,"pagerank","IB","HDD",12,5,1,65536,"None",32,"Local 1",2114
1996,6601,"dfsioe_read","ETH","HDD",12,10,1,65536,"None",128,"Local 1",6662
20171,1295,"wordcount","ETH","RL1",10,10,1,65536,"None",128,"Azure L",1275
11045,4314,"dfsioe_write","ETH","RL3",8,10,3,65536,"BZIP2",128,"Azure L",4497
60,790,"terasort","IB","SSD",24,10,1,1024,"None",0,"Local 1",655
18170,2900,"dfsioe_read","ETH","RL3",10,10,3,65536,"None",32,"Azure L",2935
261,586,"sort","ETH","SSD",12,10,1,65536,"None",64,"Local 1",728
18268,2533,"kmeans","ETH","RL3",10,10,3,65536,"Snappy",128,"Azure L",2607
22030,4213,"dfsioe_write","ETH","RL1",8,10,3,65536,"ZLIB",64,"Azure L",2732
4323,2666,"terasort","ETH","RL1",8,10,1,65536,"ZLIB",32,"Azure L",2682
531,2989,"terasort","IB","HDD",24,10,2,65536,"ZLIB",64,"Local 1",5125
1376,990,"sort","ETH","SSD",12,50,3,65536,"None",64,"Local 1",929
129,1236,"bayes","ETH","SSD",12,10,1,65536,"ZLIB",0,"Local 1",2262.5
20139,1381,"dfsioe_write","ETH","RL1",8,10,1,65536,"Snappy",64,"Azure L",1405
18898,1343,"dfsioe_write","ETH","RL1",8,10,1,65536,"None",256,"Azure L",2600
18876,1331,"wordcount","ETH","RL1",8,10,1,65536,"None",32,"Azure L",1291
2235,439,"dfsioe_write","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1",688.5
1404,1295,"kmeans","IB","HDD",12,5,1,131072,"None",128,"Local 1",1296
1043,994,"terasort","ETH","SSD",12,20,3,131072,"None",256,"Local 1",1018
18880,1361,"dfsioe_write","ETH","RL1",8,10,1,65536,"None",32,"Azure L",1322
10827,2603,"kmeans","ETH","RL3",10,10,1,65536,"BZIP2",64,"Azure L",2729
1796,1124,"bayes","ETH","HDD",12,20,3,32768,"None",128,"Local 1",1146
526,4811,"terasort","IB","HDD",12,10,2,65536,"None",64,"Local 1",5337
20077,2682,"pagerank","ETH","RL1",8,10,1,65536,"ZLIB",64,"Azure L",2855
22167,2849,"dfsioe_read","ETH","RL1",10,10,3,65536,"BZIP2",64,"Azure L",3011
10711,15016,"dfsioe_read","ETH","RL3",8,10,1,65536,"BZIP2",64,"Azure L",2889.5
21966,1278,"wordcount","ETH","RL1",10,10,2,65536,"Snappy",64,"Azure L",1281
2161,492,"sort","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1",360
119,1233,"bayes","IB","SSD",12,10,1,65536,"ZLIB",0,"Local 1",1097
4129,2640,"terasort","ETH","RL1",8,10,3,65536,"BZIP2",64,"Azure L",3331
22056,1281,"wordcount","ETH","RL1",8,10,3,65536,"BZIP2",64,"Azure L",1334
2177,1145,"bayes","IB","SSD",12,10,1,65536,"ZLIB",256,"Local 1",1097
626,748,"sort","ETH","SSD",12,10,2,65536,"ZLIB",64,"Local 1",648
18390,610,"sort","ETH","RL2",8,10,1,65536,"Snappy",128,"Azure L",606
356,689,"wordcount","ETH","SSD",12,10,1,65536,"ZLIB",64,"Local 1",693
20070,594,"sort","ETH","RL1",8,10,1,65536,"ZLIB",32,"Azure L",657
1721,1170,"bayes","ETH","HDD",12,10,3,32768,"None",256,"Local 1",1146
4312,2712,"terasort","ETH","RL2",10,10,3,65536,"BZIP2",64,"Azure L",2463
2092,2040,"pagerank","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1",1480.66666666667
331,474,"wordcount","IB","SSD",24,10,1,65536,"None",64,"Local 1",481
4232,2685,"terasort","ETH","RL2",8,10,1,65536,"BZIP2",64,"Azure L",2642
725,1201,"dfsioe_write","ETH","HDD",24,10,1,65536,"ZLIB",64,"Local 1",1153
18318,605,"sort","ETH","RL2",8,10,1,65536,"ZLIB",32,"Azure L",751
1693,881,"wordcount","ETH","HDD",12,5,3,65536,"None",128,"Local 1",861
506,787,"terasort","ETH","SSD",24,10,1,65536,"None",64,"Local 1",826
10939,6594,"dfsioe_write","ETH","RL3",8,10,2,65536,"ZLIB",128,"Azure L",2403
604,499,"sort","IB","SSD",24,10,3,65536,"ZLIB",64,"Local 1",614.666666666667
18569,2616,"dfsioe_write","ETH","RL2",10,10,2,65536,"ZLIB",256,"Azure L",1241
18543,2834,"pagerank","ETH","RL2",10,10,2,65536,"ZLIB",64,"Azure L",2898.5
732,2365,"dfsioe_read","ETH","HDD",16,10,2,65536,"None",64,"Local 1",6662
482,1058,"kmeans","ETH","HDD",24,10,3,65536,"ZLIB",64,"Local 1",1251
874,986,"terasort","IB","SSD",12,50,3,32768,"None",64,"Local 1",1019
849,1013,"terasort","IB","SSD",12,10,3,4096,"None",256,"Local 1",977
10959,727,"sort","ETH","RL3",10,10,2,65536,"Snappy",128,"Azure L",745
11027,4807,"dfsioe_write","ETH","RL3",8,10,3,65536,"BZIP2",64,"Azure L",4497
501,695,"terasort","IB","SSD",24,10,3,65536,"ZLIB",64,"Local 1",841
321,1452,"dfsioe_write","ETH","HDD",12,10,1,65536,"None",32,"Local 1",1207
10726,1253,"wordcount","ETH","RL3",8,10,1,65536,"BZIP2",128,"Azure L",1102.25
1862,1162,"bayes","IB","HDD",12,10,1,65536,"None",256,"Local 1",1174
22132,4399,"dfsioe_write","ETH","RL1",10,10,3,65536,"None",256,"Azure L",4130
18696,3005,"kmeans","ETH","RL2",8,10,3,65536,"BZIP2",32,"Azure L",2802.5
123,452,"dfsioe_write","IB","SSD",12,10,1,65536,"ZLIB",0,"Local 1",467
4234,2657,"terasort","ETH","RL2",8,10,1,65536,"BZIP2",256,"Azure L",2642
1880,927,"wordcount","IB","HDD",12,10,1,65536,"ZLIB",64,"Local 1",848.5
18342,662,"sort","ETH","RL2",8,10,1,65536,"BZIP2",64,"Azure L",678
1705,4006,"pagerank","ETH","HDD",12,5,3,65536,"None",64,"Local 1",2811
2008,2118,"pagerank","ETH","HDD",12,10,1,65536,"ZLIB",64,"Local 1",2062
18599,2492,"dfsioe_write","ETH","RL2",10,10,2,65536,"BZIP2",256,"Azure L",2565
1109,1117,"kmeans","ETH","SSD",12,50,3,32768,"None",128,"Local 1",1127
2060,1459,"dfsioe_write","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1",1466
22055,2814,"kmeans","ETH","RL1",8,10,3,65536,"BZIP2",64,"Azure L",2605
215,523,"sort","IB","SSD",12,10,1,65536,"None",128,"Local 1",447
972,1052,"terasort","ETH","SSD",12,10,3,131072,"None",256,"Local 1",1018
729,2351,"dfsioe_read","ETH","HDD",12,10,2,65536,"ZLIB",64,"Local 1",3363
1246,4943,"terasort","IB","HDD",12,20,3,32768,"None",128,"Local 1",4524
2096,1397,"kmeans","ETH","HDD",12,10,1,65536,"Snappy",128,"Local 1",2157.5
10893,1343,"wordcount","ETH","RL3",8,10,2,65536,"None",32,"Azure L",1295
18191,1268,"wordcount","ETH","RL3",10,10,3,65536,"ZLIB",64,"Azure L",1273
817,1006,"terasort","IB","SSD",12,50,1,4096,"None",128,"Local 1",1011
150,1000,"terasort","IB","SSD",12,10,1,65536,"BZIP2",0,"Local 1",2011.33333333333
1903,2160,"pagerank","IB","HDD",12,10,1,65536,"BZIP2",64,"Local 1",1959.33333333333
24,880,"terasort","ETH","SSD",12,100,3,65536,"None",0,"Local 1",953
22083,3001,"dfsioe_read","ETH","RL1",8,10,3,65536,"Snappy",32,"Azure L",2895
543,3934,"terasort","ETH","HDD",24,10,1,65536,"ZLIB",64,"Local 1",3843
20298,658,"sort","ETH","RL1",8,10,2,65536,"None",256,"Azure L",792
1284,3928,"terasort","ETH","HDD",12,5,1,131072,"None",64,"Local 1",3457
4124,2484,"terasort","ETH","RL1",8,10,2,65536,"ZLIB",64,"Azure L",3233
1365,602,"wordcount","ETH","SSD",12,50,3,65536,"None",128,"Local 1",605
967,1047,"terasort","ETH","SSD",12,10,3,32768,"None",128,"Local 1",1032
22059,2762,"dfsioe_read","ETH","RL1",8,10,3,65536,"BZIP2",64,"Azure L",3011
279,1774,"sort","ETH","HDD",12,10,1,65536,"None",64,"Local 1",2374
4295,2620,"terasort","ETH","RL2",8,10,3,65536,"BZIP2",32,"Azure L",2463
21,876,"terasort","IB","SSD",12,100,2,65536,"None",0,"Local 1",1019
4379,3196,"terasort","ETH","RL1",10,10,2,65536,"Snappy",32,"Azure L",2975
18478,2849,"pagerank","ETH","RL2",10,10,1,65536,"BZIP2",128,"Azure L",2603
10880,2567,"dfsioe_write","ETH","RL3",10,10,1,65536,"Snappy",128,"Azure L",2555
10687,11363,"dfsioe_read","ETH","RL3",8,10,1,65536,"ZLIB",32,"Azure L",1338
18720,2790,"kmeans","ETH","RL2",8,10,3,65536,"Snappy",64,"Azure L",2168
20130,638,"sort","ETH","RL1",8,10,1,65536,"Snappy",32,"Azure L",629
1764,2669,"sort","ETH","HDD",12,10,3,4096,"None",64,"Local 1",5344
1465,962,"wordcount","IB","HDD",12,10,1,32768,"None",128,"Local 1",879
804,952,"terasort","IB","SSD",12,20,1,65536,"None",32,"Local 1",1221
1932,1150,"bayes","IB","HDD",12,10,1,65536,"BZIP2",256,"Local 1",1174
1286,3816,"terasort","ETH","HDD",12,5,1,4096,"None",128,"Local 1",3805
466,1197,"kmeans","ETH","HDD",12,10,1,65536,"ZLIB",64,"Local 1",1421
1186,3655,"terasort","IB","HDD",24,10,1,65536,"None",64,"Local 1",4166.33333333333
196,559,"wordcount","IB","HDD",12,10,1,65536,"None",256,"Local 1",1037
21940,2596,"dfsioe_write","ETH","RL1",10,10,2,65536,"BZIP2",64,"Azure L",2770
511,971,"terasort","ETH","SSD",16,10,2,65536,"ZLIB",64,"Local 1",922
18835,896,"sort","ETH","RL2",10,10,3,65536,"BZIP2",256,"Azure L",1765.75
722,1175,"dfsioe_write","ETH","HDD",24,10,1,65536,"None",64,"Local 1",1351.5
1479,1462,"kmeans","IB","HDD",12,10,1,131072,"None",32,"Local 1",1232
1984,1328,"kmeans","ETH","HDD",12,10,1,65536,"None",64,"Local 1",1327
4406,3244,"terasort","ETH","RL1",10,10,3,65536,"ZLIB",256,"Azure L",3233
1437,2077,"pagerank","IB","HDD",12,5,1,4096,"None",64,"Local 1",2074
20202,690,"sort","ETH","RL1",10,10,1,65536,"ZLIB",128,"Azure L",657
1623,1051,"wordcount","IB","HDD",12,50,1,32768,"None",128,"Local 1",882
1849,6378,"dfsioe_read","IB","HDD",12,10,1,65536,"None",64,"Local 1",6219
4395,2728,"terasort","ETH","RL1",8,10,3,65536,"Snappy",32,"Azure L",2809
18694,3050,"dfsioe_read","ETH","RL2",8,10,3,65536,"BZIP2",64,"Azure L",2472
20354,2816,"dfsioe_read","ETH","RL1",8,10,2,65536,"BZIP2",128,"Azure L",3264.5
18607,1281,"wordcount","ETH","RL2",10,10,2,65536,"Snappy",32,"Azure L",1271
18271,2817,"pagerank","ETH","RL3",10,10,3,65536,"Snappy",128,"Azure L",2869
18526,3031,"dfsioe_read","ETH","RL2",10,10,2,65536,"None",64,"Azure L",4300
1897,1159,"bayes","IB","HDD",12,10,1,65536,"ZLIB",256,"Local 1",1174
341,721,"wordcount","IB","SSD",24,10,1,65536,"None",64,"Local 1",481
20219,1280,"wordcount","ETH","RL1",10,10,1,65536,"BZIP2",32,"Azure L",1326
265,1100,"bayes","ETH","SSD",12,10,1,65536,"None",64,"Local 1",1170.5
10731,2741,"kmeans","ETH","RL3",8,10,1,65536,"BZIP2",256,"Azure L",701
183,1149,"bayes","IB","SSD",12,10,1,65536,"None",256,"Local 1",1111
10721,633,"sort","ETH","RL3",8,10,1,65536,"BZIP2",64,"Azure L",625
170,435,"dfsioe_write","ETH","SSD",12,10,1,65536,"Snappy",0,"Local 1",2009.5
18663,2671,"pagerank","ETH","RL2",8,10,3,65536,"ZLIB",64,"Azure L",2941
1641,1098,"bayes","IB","HDD",12,50,1,131072,"None",32,"Local 1",1075
21915,2962,"dfsioe_read","ETH","RL1",10,10,2,65536,"ZLIB",128,"Azure L",3087.5
716,1192,"dfsioe_write","ETH","HDD",16,10,1,65536,"None",64,"Local 1",1351.5
1562,2067,"pagerank","IB","HDD",12,20,1,131072,"None",32,"Local 1",2187
10994,4474,"dfsioe_write","ETH","RL3",8,10,3,65536,"None",256,"Azure L",5433
18883,673,"sort","ETH","RL1",8,10,1,65536,"None",64,"Azure L",692
1847,2087,"pagerank","IB","HDD",12,10,1,65536,"None",64,"Local 1",2235
22148,2914,"pagerank","ETH","RL1",10,10,3,65536,"ZLIB",64,"Azure L",2854
1221,3821,"terasort","IB","HDD",12,5,3,4096,"None",32,"Local 1",3984
1266,3773,"terasort","IB","HDD",12,50,3,131072,"None",128,"Local 1",4124
512,811,"terasort","ETH","SSD",24,10,2,65536,"None",64,"Local 1",877
612,589,"sort","ETH","SSD",16,10,1,65536,"None",64,"Local 1",728
18558,2521,"kmeans","ETH","RL2",10,10,2,65536,"ZLIB",128,"Azure L",1369
1188,4045,"terasort","ETH","HDD",24,10,1,65536,"None",64,"Local 1",2828
1659,2024,"sort","IB","HDD",12,50,1,4096,"None",32,"Local 1",1856
930,1033,"terasort","ETH","SSD",12,20,1,65536,"None",32,"Local 1",1034
2049,2793,"sort","ETH","HDD",12,10,1,65536,"BZIP2",32,"Local 1",1466
1170,3968,"terasort","IB","HDD",24,10,1,65536,"None",64,"Local 1",4166.33333333333
18365,1245,"wordcount","ETH","RL2",8,10,1,65536,"BZIP2",256,"Azure L",1262
4220,2998,"terasort","ETH","RL3",10,10,2,65536,"ZLIB",128,"Azure L",2970
175,4061,"terasort","ETH","HDD",12,10,1,65536,"Snappy",0,"Local 1",3457
22216,2598,"kmeans","ETH","RL1",10,10,3,65536,"Snappy",256,"Azure L",2788
18328,2637,"kmeans","ETH","RL2",8,10,1,65536,"ZLIB",128,"Azure L",1369
106,661,"wordcount","ETH","HDD",12,10,1,65536,"None",0,"Local 1",966
1785,2305,"pagerank","ETH","HDD",12,10,3,65536,"None",64,"Local 1",2537
2224,585,"sort","IB","SSD",12,10,1,65536,"Snappy",32,"Local 1",476.5
