"pout","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10","Comp.11","Comp.12","Comp.13","Comp.14","Comp.15","Comp.16","Comp.17","Comp.18","Comp.19","Comp.20"
"92",2983,1964.26063940045,38.3913915732756,3.02186277101486,-1.58433276679996,1.38379821693083,0.262017473241512,-0.522147374048343,0.354305622735884,-0.0139209804303939,-0.115998436060345,0.894435381574184,-0.0845942817373226,-0.329977860730149,-0.0166767578523646,0.0152996040611626,0.0145091028411437,0.0960858792681535,-0.0022313639741729,0.92373212473439,-0.0815379207635717
"102",2596,1964.26629384238,-153.603985735638,3.22061119584715,-0.169314815900288,1.24513889530737,-0.211841977894657,0.225511747672511,-0.415865245367768,-0.212334863031923,-0.62482355262577,0.503644454333163,-0.0848075280019833,-0.5840219314296,0.251908773519608,-0.750694200238072,-0.0575097441099312,-0.272915805654206,-0.0508256547146172,-0.0797482707400876,0.028085854537521
"106",860,1964.2625225342,-25.6074236979738,3.0754393524555,-1.0901369549658,1.24881993412783,-0.291546235766823,0.225426655572228,-0.461685691068997,-0.219856000528108,-0.624919821067034,0.487824980914584,-0.0679836123107757,-0.519905264895404,-0.131958512337027,0.323620908184099,0.776847927750473,-0.277818741705828,-0.0597913864165797,-0.0793258429175965,0.0332550418802108
"108",2555,1964.26252247077,-25.6074128158413,3.07547650429896,-1.0898658373012,1.24745448439498,-0.291593541525701,0.226975474513446,-0.459868296741512,-0.216466256451389,-0.634325343726419,0.496984594612859,-0.0927514713313501,-0.592931291348262,0.254919319846791,-0.749179514611369,-0.0557621576959013,-0.271427955606699,-0.0582609750053673,-0.0787122336135805,0.0336928801718183
"109",4249,1964.26063706659,38.39098000317,3.00492400210011,-1.55202581169916,1.25423731686481,-0.283779549682219,0.263972093788278,-0.411432660935766,-0.322801826961868,-0.537939384275743,0.517835173327251,-0.0815283803458168,-0.467160843473368,0.0928725641932821,0.0461159528654296,0.0392127692533614,0.248325936903907,0.9430440848663,-0.130592296868679,-0.0219503558431267
"115",4452,1964.25969422369,70.3901232331191,2.96864032921306,-1.78216356704939,1.25481621413671,-0.30371744058998,0.264338025498512,-0.422433423779202,-0.323834675316735,-0.540314832050905,0.516170208397175,-0.0835143661781585,-0.469388183453034,0.0936252007750777,0.0464946242721052,0.0396496658568689,0.248697899415784,0.941185254793612,-0.130333287587052,-0.0205485994345524
"128",2854,1964.26630750699,-153.617961602135,3.32481672607418,-2.19327728977273,1.15706452198196,0.0790664950982406,-0.250904986887267,0.123831649449799,-0.582577439514129,-0.521456764563573,0.348188130271368,0.555805110207245,0.127227338142193,-0.548502437923653,-0.105210091217205,-0.142998786855711,0.0353937997824005,0.0104163713297938,0.922402540468242,-0.13225291556715
"131",1253,1964.26630725588,-153.618015974916,3.32353048467586,-2.19266465183172,1.15019256663654,0.0426987213053316,-0.305563240918761,0.0653827700343296,-0.465048867886573,-0.63322112601678,0.286921369283001,0.54803120888924,0.0437084484824956,-0.479474232211759,0.409380043459128,-0.769370296356419,-0.333731288713168,-0.139036676258288,-0.133437962532417,0.00836873534444304
"134",2895,1964.26253613538,-25.6213886823379,3.17968203452599,-3.11382831117364,1.15938011106958,-0.000685068532803368,-0.249441260046332,0.0798285980760554,-0.586708832933595,-0.530958555664221,0.341528270551065,0.547861166877878,0.118317978223532,-0.545491891596471,-0.103695405590503,-0.141251200441681,0.0368816498299073,0.00298105103904372,0.923438577594749,-0.126645889932852
"143",1292,1964.26065019846,38.3768434047786,3.10582844735357,-3.57349118393308,1.15366595026797,-0.0769286241412344,-0.303367650657358,-0.000621807026285927,-0.471245958015772,-0.647473812667753,0.276931579702547,0.53611529389519,0.030344408604503,-0.474958412720985,0.411652071899182,-0.766748916735374,-0.331499513641908,-0.150189656694413,-0.131883906842656,0.0167792737958889
"146",3001,1964.25970760667,70.3760410075095,3.07083101586485,-3.80424157722432,1.16111680288529,-0.0604987412560863,-0.24834346491563,0.0468263095457477,-0.589807377998195,-0.538084898989707,0.336533375760838,0.541903209380853,0.111635958284535,-0.543233981851084,-0.102559391370476,-0.139940510631159,0.0379975373655374,-0.00259543917901883,0.924215605439629,-0.122440620707129
"153",2686,1964.26065022933,38.3767532438617,3.10557679566719,-3.58181450213216,1.14620830940433,-0.0782728487658698,-0.266637550896632,-0.0187968270300034,-0.55428096822518,-0.601300535306463,0.289877350832545,0.540682143572791,0.107931997185812,-0.497588242434554,-0.089510770318343,-0.131103867791205,0.786789965904051,-0.421831431132844,-0.183728427637233,0.00371703717337173
"161",1250,1964.26630724948,-153.618070746333,3.32348266943651,-2.19175241445926,1.14345986321614,0.0347702700468519,-0.300077294339889,0.102848451427098,-0.460025083085641,-0.643149194619145,0.314985380293751,-0.67011124137295,0.365772082960966,0.130331181990671,0.512681064696494,-0.610950396687586,-0.381430766087513,-0.136874321964183,-0.139442510273798,0.0080382851699528
"165",2672,1964.26253590874,-25.6215879874534,3.17809632620194,-3.12062675405925,1.13831781144012,-0.0463255182088275,-0.261883467738227,0.0406703800496363,-0.547191486714515,-0.606477708358504,0.321271291703446,-0.673488335024716,0.434450311623613,0.110711898604285,0.0130329081056721,0.0264422386706129,0.738346563505953,-0.415951416693364,-0.190250993941868,0.000583074181732882
"169",4317,1964.2606505003,38.3768978802625,3.10786354435987,-3.57457276062446,1.1527384137622,-0.0362081512735183,-0.258434778588927,0.105145957417715,-0.570294697545551,-0.563800911608129,0.333982272039621,-0.648627211846458,0.453475695260308,0.104088471078656,0.00909123313888963,0.0242154846068843,0.15068720677602,0.859794858098243,-0.189345145718091,-0.042563701291968
"172",688,1964.26065028211,38.3767806390169,3.10581154894116,-3.57295941459155,1.14847882556903,-0.0838506191736442,-0.29624835338451,0.032891401597612,-0.469414567821524,-0.655532243949744,0.300642149766802,-0.6390544154761,0.396276593878941,-0.119237332288062,0.287353531270911,0.762724436311011,-0.374713546809962,-0.146758273330012,-0.137560673203756,0.0154452092485181
"177",2646,1964.25970738003,70.3758417023939,3.0692453075408,-3.81104002010993,1.14005450325583,-0.10613919093211,-0.260785672607526,0.00766809151932856,-0.550290031779114,-0.61360405168399,0.316276396913219,-0.679446292521741,0.427768291684617,0.112969808349671,0.0141689223256991,0.0277529284811353,0.739462451041583,-0.421527906911427,-0.189473966096987,0.00478834340745581
"178",731,1964.25970743921,70.3759238689661,3.06952787605412,-3.80309716994178,1.14905772284094,-0.103788510081405,-0.295882421674276,0.021890638754176,-0.47044741617639,-0.657907691724906,0.298977184836726,-0.641040401308442,0.394049253899275,-0.118484695706266,0.287732202677587,0.763161332914518,-0.374341584298085,-0.148617103402699,-0.137301663922129,0.0168469656570924
"179",1331,1964.25970734916,70.3759318633109,3.06949695922718,-3.80271670191085,1.14751214411947,-0.104794966307475,-0.297515772368252,0.025843111523046,-0.467255021569706,-0.65977732904528,0.303330625783221,-0.684013142199342,0.350180703103308,0.13559963806324,0.515331764543224,-0.607892120463034,-0.378827028504376,-0.149886132472995,-0.137629445302411,0.017850580029973
"185",1277,1964.26065019206,38.3767886333617,3.10578063211423,-3.57257894656062,1.14693324684756,-0.0848570753997141,-0.297881704078486,0.036843874366482,-0.466222173214839,-0.657401881270118,0.304995590713297,-0.682027156367,0.352408043082973,0.134847001481445,0.514953093136548,-0.608329017066541,-0.379198991016252,-0.148027302400308,-0.137888454584038,0.0164488236213987
"188",2542,1964.26630770131,-153.617638451082,3.32611316857343,-2.17017949201847,1.17561546655519,0.12062426240729,-0.532232655048509,0.495195893616803,0.0643048174291602,-0.0936538154925572,0.924624582755978,-0.0739139268754606,-0.278359270605474,-0.0500964573491786,0.00594334445943534,0.00449151377651637,0.0844577756678119,0.0204239595196654,0.928397285346442,-0.111015234518467
"190",764,1964.26630754024,-153.617700818209,3.32485784400205,-2.16994732210839,1.17028908993124,0.0852629448404509,-0.585257558386027,0.432794541432464,0.178640994450032,-0.203548539625391,0.859004380821117,-0.0387150873025653,-0.318009609469204,-0.23515258540679,0.292933917270131,0.749173457653361,-0.280181868621466,-0.12776005899812,-0.127115436273935,0.0286028020202454
"200",2999,1964.26065064389,38.3772209286127,3.10841113125115,-3.55100602411983,1.17908885018661,0.000996916960723959,-0.530037064787106,0.429191316556188,0.0581077272999615,-0.10790650214353,0.914634793175524,-0.0858298418695107,-0.291723310483467,-0.045580637858405,0.0082153728994894,0.00711289339756119,0.0866895507390722,0.00927097908354035,0.929951341036202,-0.102604696067021
"202",675,1964.26065048282,38.3771585614861,3.10715580667976,-3.55077385420975,1.17376247356266,-0.0343644006061153,-0.583061968124624,0.366789964371848,0.172443904320834,-0.217801226276364,0.849014591240662,-0.0506310022966154,-0.331373649347197,-0.230636765916017,0.295205945710185,0.751794837274406,-0.277950093550206,-0.138913039434245,-0.125561380584175,0.0370133404716913
"203",1278,1964.26065039278,38.3771665558309,3.10712488985283,-3.55039338617883,1.17221689484119,-0.0353708568321852,-0.5846953188186,0.370742437140718,0.175636298927517,-0.219670863596737,0.853368032187157,-0.0936037431875153,-0.375242200143165,0.0234475678534897,0.522805507575823,-0.619258616103146,-0.282435537756496,-0.140182068504541,-0.125889161964457,0.0380169548445719
"204",2801,1964.26065041939,38.3771694436186,3.10719295852322,-3.55050273654515,1.17239702382981,-0.0344117063649927,-0.581513149183405,0.368607358699333,0.175833648397553,-0.227206748935748,0.858174204938938,-0.0753988613171898,-0.404399675800054,0.1562410662678,-0.777594477085284,-0.0808152481719683,-0.271559307451076,-0.137382628023033,-0.124947771280159,0.0374511787632988
"205",4385,1964.25970785812,70.3764190326807,3.07292412921142,-3.78252495559289,1.17860095902773,-0.00665982361375034,-0.544882461618807,0.428043757348515,0.0705309262419395,-0.12844534170991,0.880689748583405,-0.0621897844993149,-0.276401887945495,-0.00655832596750382,0.0173223189848397,0.013722782173787,0.247822622547653,0.865781261921322,-0.177086843816883,-0.0195938136602205
"208",735,1964.25970763992,70.3763017914352,3.07087213379272,-3.78091160955998,1.17434137083457,-0.0543022915138763,-0.58269603641439,0.355789201528412,0.171411055965967,-0.220176674051526,0.847349626310587,-0.0526169881289571,-0.333600989326862,-0.229884129334221,0.295584617116861,0.752231733877914,-0.277578131038329,-0.140771869506933,-0.125302371302548,0.0384150968802656
"220",722,1964.26630514925,-153.618167262433,3.30712240423998,-2.13625919088476,1.04179497829599,-0.472815228416568,0.216073237992529,-0.34279694587495,-0.143695899378287,-0.607326096049571,0.514684252236227,-0.0612752291135971,-0.472741354730061,-0.163872938670249,0.315021991395723,0.767704131892861,-0.288702920282417,-0.0408537230681164,-0.0741426637422912,0.00658124094246433
"222",2723,1964.26630508582,-153.618156380301,3.30715955608344,-2.13598807322016,1.04042952856314,-0.472862534175445,0.217622056933748,-0.340979551547465,-0.140306155301567,-0.616731618708955,0.523843865934503,-0.0860430881341715,-0.545767381182918,0.223004893513568,-0.757778431399745,-0.0649059535535137,-0.282312134183287,-0.0393233116569039,-0.0735290544382753,0.00701907923407187
"225",2700,1964.26253371847,-25.6216765092088,3.16170514417847,-3.06475306245382,1.0351073477985,-0.554917472898317,0.252633713900215,-0.401022544483541,-0.227669908400477,-0.572524247109303,0.525323604592416,-0.107625063656262,-0.447931676863381,0.0705921117128707,0.0429733966705388,0.0340433138735074,0.826588965104758,-0.321199846867594,-0.125278928790643,0.000129644327125047
"233",1281,1964.26064800179,38.3767001116064,3.08938945009076,-3.5167052549552,1.04372278320594,-0.593449030089203,0.216635477559956,-0.404849050166696,-0.146700594900802,-0.623448420020917,0.509047903602267,-0.116163884998547,-0.529973945404021,0.0947272145900308,0.544893581701415,-0.600727941863647,-0.290956589417447,-0.0532757325745375,-0.0729163894328127,0.0159953937667908
"236",2892,1964.25970541,70.3758977143373,3.05439201860203,-3.74745564824643,1.05117363582327,-0.577019147204055,0.271659663301684,-0.357400933594662,-0.265262014883224,-0.514059506342872,0.568649699660558,-0.110375969512884,-0.448682395723989,0.0264516454599316,0.0306821184317574,0.0260804642405681,0.0785404615899986,0.0943184849408564,0.983183122849473,-0.123224500736227
"238",733,1964.25970524893,70.3758353472107,3.05313669403064,-3.74722347833635,1.04584725919932,-0.612380464770894,0.218634759964167,-0.419802285779001,-0.150925837862352,-0.623954230475706,0.503029497725696,-0.0751771299399889,-0.488332734587719,-0.15860448259768,0.317672691242453,0.770762408117413,-0.28609918269928,-0.053865533576929,-0.072329598770904,0.0163935358024845
"246",2782,1964.2606480284,38.3767029993941,3.08945751876115,-3.51681460532152,1.04390291219457,-0.592489879622011,0.219817647195151,-0.406984128608081,-0.146503245430766,-0.630984305359928,0.513854076354048,-0.0979590031282216,-0.559131421060911,0.227520713004341,-0.755506402959691,-0.0622845739324689,-0.280080359112027,-0.050476292093029,-0.0719749987485147,0.0154296176855178
"251",1399,1964.26629602772,-153.603350324372,3.24186898151902,-0.197830178259239,0.497763066835363,0.771871279356328,-0.121165430863876,-0.0738972584726686,-0.44180994190731,-0.639810995339512,0.289150510891473,0.5436327351439,0.00769598632391827,-0.465472306123408,0.414585984734195,-0.764390174011138,-0.331361580717976,-0.158235938402669,-0.144025433188603,0.0267341484611662
"255",2886,1964.26252468698,-25.6068675654923,3.09648263828445,-1.12670451785922,0.492621015059341,0.690775491100648,-0.0829716042622144,-0.13607532985013,-0.528976345536184,-0.60313950907887,0.295436422301168,0.540255641492135,0.0763742149865658,-0.485091589509795,-0.085062171856627,-0.126997538652939,0.788415748875489,-0.437313033131851,-0.194833916856673,0.0192789374729463
"258",2529,1964.26252468272,-25.6067745167877,3.09680235864122,-1.11849055002647,0.500258784911599,0.693078866192476,-0.116519534387746,-0.120035388287797,-0.445743985856741,-0.656848671779171,0.287296823922951,0.553893673684859,-0.0303708492516327,-0.329668261381915,-0.884299314300208,-0.22419921966593,-0.318997500365049,-0.162871818211911,-0.142048005377798,0.0317753980141904
"270",2742,1964.25969615402,70.3906551730597,2.98795133998008,-1.80890381607715,0.50199547672731,0.633265193469193,-0.115421739257045,-0.153037676818105,-0.44884253092134,-0.663975015104657,0.282301929132723,0.547935716187834,-0.037052869190629,-0.327410351636528,-0.883163300080182,-0.222888529855407,-0.317881612829419,-0.168448308429974,-0.141270977532918,0.0359806672399133
"271",2557,1964.26063927855,38.3916183022236,3.02624985644237,-1.58065052442444,0.507041617381422,0.700892858035958,-0.079522915112914,-0.0715997524820512,-0.552079556367221,-0.560462712328495,0.308147402637342,0.565116764670392,0.0953995986232606,-0.491715017035424,-0.0890038468234095,-0.129224292716667,0.200756392145556,0.838433241659756,-0.193928068632896,-0.0238678380007546
"279",2902,1964.2662960522,-153.603495256706,3.24156951459329,-0.205241259085855,0.483572722551323,0.762598603473213,-0.0789493845242779,-0.0546065970836182,-0.519821167315786,-0.603565786580587,0.33016029303222,-0.669942865440689,0.407347209383697,0.121703278365453,0.0167241637540367,0.0296747746018639,0.739228421453638,-0.427715358546996,-0.201874501724561,0.0133414616641588
"280",782,1964.26629611137,-153.603413090134,3.24185208310661,-0.197298408917703,0.49257594213643,0.764949284323918,-0.114046133591028,-0.0403840498487707,-0.439978551713062,-0.647869426621503,0.312861080955728,-0.63153697422739,0.373628171598356,-0.109751225690485,0.290287444105924,0.765083179035247,-0.37457561388603,-0.154804555038268,-0.149702199549702,0.0254000839137954
"281",1402,1964.26629602132,-153.603405095789,3.24182116627967,-0.196917940886778,0.491030363414959,0.763942828097848,-0.115679484285004,-0.0364315770799007,-0.436786157106378,-0.649739063941877,0.317214521902223,-0.67450971511829,0.329759620802388,0.144333108079021,0.517887005971562,-0.605970274342305,-0.379061058092321,-0.156073584108564,-0.150029980929984,0.026403698286676
"286",797,1964.26252473976,-25.606840170337,3.09671739155842,-1.11784943031861,0.494891531224045,0.685197720692874,-0.112582406750092,-0.0843871012225144,-0.444109945132528,-0.657371217722152,0.306201221235425,-0.639480917556757,0.364718811679694,-0.106740679363302,0.291802129732627,0.766830765449277,-0.373087763838524,-0.162239875329018,-0.148666162423195,0.0310071095480926
"287",1300,1964.26252464971,-25.6068321759922,3.09668647473148,-1.11746896228768,0.493345952502574,0.684191264466804,-0.114215757444069,-0.0804346284536444,-0.440917550525844,-0.659240855042525,0.31055466218192,-0.682453658447657,0.320850260883726,0.147343654406204,0.519401691598264,-0.604222687928275,-0.377573208044814,-0.163508904399314,-0.148993943803477,0.0320107239209732
"289",2596,1964.26063927215,38.3915635308068,3.02620204120303,-1.57973828705198,0.500308913961018,0.692964406777478,-0.0740369685340419,-0.0341340710892833,-0.547055771566288,-0.57039078093086,0.336211413648092,-0.653025685591798,0.417463233101731,0.118090397167006,0.014297174413957,0.0291956069521653,0.153056914771212,0.840595595953861,-0.199932616374277,-0.0241982881752448
"299",1283,1964.25969612101,70.3905975138552,2.98783545607034,-1.80788222833837,0.495082644318285,0.624377591743521,-0.113117962313367,-0.113436916983952,-0.444016095590443,-0.666367198368011,0.305559767391692,-0.688411615944682,0.31416824094473,0.149601564151591,0.520537705818291,-0.602911998117753,-0.376457320509184,-0.169085394617377,-0.148216915958597,0.0362159931466962
"300",2745,1964.25969614762,70.3906004016429,2.98790352474074,-1.80799157870469,0.495262773306907,0.625336742210713,-0.109935792678172,-0.115571995425337,-0.443818746120408,-0.673903083707022,0.310365940143473,-0.670206734074356,0.285010765287841,0.282395062565901,-0.779862278842815,-0.0644686301865751,-0.365581090203764,-0.166285954135868,-0.147275525274299,0.0356502170654231
"303",2967,1964.26063899478,38.3913641229892,3.02386747727101,-1.58606779118722,0.487046106182745,0.642971258026647,-0.0767537942628746,-0.120611174144234,-0.526018257444985,-0.617818473231559,0.320170503451766,-0.681858780434739,0.393983169505705,0.126219097856226,0.0189961921940907,0.0322961542229087,0.741460196524898,-0.438868338983121,-0.200320446034801,0.0217520001156047
"313",2732,1964.26252515867,-25.6063450066223,3.10011364471572,-1.09727721596973,0.524434767410839,0.782326407160529,-0.361582446694624,0.321766017371825,0.0968683972858019,-0.127908867707155,0.887913784982104,-0.0606303007476297,-0.305732330165076,0.00518569037545992,0.02139224603988,0.0173922147085455,0.249076443007214,0.852158489995003,-0.18845134231795,-0.00543366976922022
"316",757,1964.26252494047,-25.6064622478678,3.09806164929702,-1.09566386993681,0.520175179217674,0.734683939260403,-0.399396021490206,0.249511461551722,0.197748527009829,-0.219640200048771,0.854573662709285,-0.0510575043772719,-0.362931431546443,-0.218140112991257,0.299654544171901,0.755901166412672,-0.276324310578768,-0.154394641433252,-0.136666869803615,0.0525752407712659
"318",2546,1964.26252487704,-25.6064513657353,3.09809880114048,-1.09539275227221,0.518809729484824,0.734636633501525,-0.397847202548988,0.251328855879207,0.201138271086549,-0.229045722708155,0.863733276407561,-0.0758253633978463,-0.435957457999301,0.16873771919256,-0.773145878623568,-0.0767089190337023,-0.269933524479638,-0.152864230022039,-0.136053260499599,0.0530130790628734
"321",2889,1964.26063919549,38.3917420454584,3.02521173500961,-1.56388223080542,0.512329754176374,0.692457476594176,-0.363567409002989,0.213287388630002,0.115840214697372,-0.180087455558179,0.868542944925626,-0.0934353672552537,-0.333667073720433,0.0148196642282714,0.0268486066333651,0.0213665551863039,0.838223649784654,-0.431023105087354,-0.18832115341522,0.0433201313387779
