"ID","Exe.Time","Benchmark","Net","Disk","Maps","IO.SFac","Rep","IO.FBuf","Comp","Blk.size","Cluster"
18397,2686,"pagerank","ETH","RL2",8,10,1,65536,"Snappy",256,"Azure L"
18395,1254,"wordcount","ETH","RL2",8,10,1,65536,"Snappy",256,"Azure L"
18394,2658,"kmeans","ETH","RL2",8,10,1,65536,"Snappy",256,"Azure L"
18393,1225,"dfsioe_write","ETH","RL2",8,10,1,65536,"Snappy",128,"Azure L"
18392,4038,"dfsioe_read","ETH","RL2",8,10,1,65536,"Snappy",128,"Azure L"
18391,2648,"pagerank","ETH","RL2",8,10,1,65536,"Snappy",128,"Azure L"
18389,1270,"wordcount","ETH","RL2",8,10,1,65536,"Snappy",128,"Azure L"
18388,2632,"kmeans","ETH","RL2",8,10,1,65536,"Snappy",128,"Azure L"
18387,1384,"dfsioe_write","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L"
18386,3886,"dfsioe_read","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L"
18385,2717,"pagerank","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L"
18383,1290,"wordcount","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L"
18382,2756,"kmeans","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L"
18381,1264,"dfsioe_write","ETH","RL2",8,10,1,65536,"Snappy",32,"Azure L"
18380,3788,"dfsioe_read","ETH","RL2",8,10,1,65536,"Snappy",32,"Azure L"
18379,2604,"pagerank","ETH","RL2",8,10,1,65536,"Snappy",32,"Azure L"
18377,1330,"wordcount","ETH","RL2",8,10,1,65536,"Snappy",32,"Azure L"
18376,2986,"kmeans","ETH","RL2",8,10,1,65536,"Snappy",32,"Azure L"
18375,1284,"dfsioe_write","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L"
18374,3855,"dfsioe_read","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L"
18373,2615,"pagerank","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L"
18371,1292,"wordcount","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L"
18370,2768,"kmeans","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L"
18369,1372,"dfsioe_write","ETH","RL2",8,10,1,65536,"BZIP2",256,"Azure L"
18368,3540,"dfsioe_read","ETH","RL2",8,10,1,65536,"BZIP2",256,"Azure L"
18367,2645,"pagerank","ETH","RL2",8,10,1,65536,"BZIP2",256,"Azure L"
18365,1245,"wordcount","ETH","RL2",8,10,1,65536,"BZIP2",256,"Azure L"
18364,2691,"kmeans","ETH","RL2",8,10,1,65536,"BZIP2",256,"Azure L"
18363,1335,"dfsioe_write","ETH","RL2",8,10,1,65536,"BZIP2",128,"Azure L"
18362,4024,"dfsioe_read","ETH","RL2",8,10,1,65536,"BZIP2",128,"Azure L"
18361,2603,"pagerank","ETH","RL2",8,10,1,65536,"BZIP2",128,"Azure L"
18359,1242,"wordcount","ETH","RL2",8,10,1,65536,"BZIP2",128,"Azure L"
18358,2614,"kmeans","ETH","RL2",8,10,1,65536,"BZIP2",128,"Azure L"
18357,1295,"dfsioe_write","ETH","RL2",8,10,1,65536,"BZIP2",64,"Azure L"
18356,4047,"dfsioe_read","ETH","RL2",8,10,1,65536,"BZIP2",64,"Azure L"
18355,2713,"pagerank","ETH","RL2",8,10,1,65536,"BZIP2",64,"Azure L"
18353,1298,"wordcount","ETH","RL2",8,10,1,65536,"BZIP2",64,"Azure L"
18352,2751,"kmeans","ETH","RL2",8,10,1,65536,"BZIP2",64,"Azure L"
18351,1330,"dfsioe_write","ETH","RL2",8,10,1,65536,"BZIP2",32,"Azure L"
18350,4226,"dfsioe_read","ETH","RL2",8,10,1,65536,"BZIP2",32,"Azure L"
18349,2715,"pagerank","ETH","RL2",8,10,1,65536,"BZIP2",32,"Azure L"
18347,1330,"wordcount","ETH","RL2",8,10,1,65536,"BZIP2",32,"Azure L"
18346,2976,"kmeans","ETH","RL2",8,10,1,65536,"BZIP2",32,"Azure L"
18345,1288,"dfsioe_write","ETH","RL2",8,10,1,65536,"BZIP2",64,"Azure L"
18344,3856,"dfsioe_read","ETH","RL2",8,10,1,65536,"BZIP2",64,"Azure L"
18343,2701,"pagerank","ETH","RL2",8,10,1,65536,"BZIP2",64,"Azure L"
18341,1279,"wordcount","ETH","RL2",8,10,1,65536,"BZIP2",64,"Azure L"
18340,2760,"kmeans","ETH","RL2",8,10,1,65536,"BZIP2",64,"Azure L"
18339,1240,"dfsioe_write","ETH","RL2",8,10,1,65536,"ZLIB",256,"Azure L"
18338,4200,"dfsioe_read","ETH","RL2",8,10,1,65536,"ZLIB",256,"Azure L"
18337,2706,"pagerank","ETH","RL2",8,10,1,65536,"ZLIB",256,"Azure L"
18335,1252,"wordcount","ETH","RL2",8,10,1,65536,"ZLIB",256,"Azure L"
18334,2678,"kmeans","ETH","RL2",8,10,1,65536,"ZLIB",256,"Azure L"
18333,1193,"dfsioe_write","ETH","RL2",8,10,1,65536,"ZLIB",128,"Azure L"
18332,4307,"dfsioe_read","ETH","RL2",8,10,1,65536,"ZLIB",128,"Azure L"
18331,2638,"pagerank","ETH","RL2",8,10,1,65536,"ZLIB",128,"Azure L"
18329,1247,"wordcount","ETH","RL2",8,10,1,65536,"ZLIB",128,"Azure L"
18328,2637,"kmeans","ETH","RL2",8,10,1,65536,"ZLIB",128,"Azure L"
18327,1315,"dfsioe_write","ETH","RL2",8,10,1,65536,"ZLIB",64,"Azure L"
18326,3765,"dfsioe_read","ETH","RL2",8,10,1,65536,"ZLIB",64,"Azure L"
18325,2706,"pagerank","ETH","RL2",8,10,1,65536,"ZLIB",64,"Azure L"
18323,1278,"wordcount","ETH","RL2",8,10,1,65536,"ZLIB",64,"Azure L"
18322,2757,"kmeans","ETH","RL2",8,10,1,65536,"ZLIB",64,"Azure L"
18321,1329,"dfsioe_write","ETH","RL2",8,10,1,65536,"ZLIB",32,"Azure L"
18320,4118,"dfsioe_read","ETH","RL2",8,10,1,65536,"ZLIB",32,"Azure L"
18319,2656,"pagerank","ETH","RL2",8,10,1,65536,"ZLIB",32,"Azure L"
18317,1325,"wordcount","ETH","RL2",8,10,1,65536,"ZLIB",32,"Azure L"
18316,2976,"kmeans","ETH","RL2",8,10,1,65536,"ZLIB",32,"Azure L"
18315,1284,"dfsioe_write","ETH","RL2",8,10,1,65536,"ZLIB",64,"Azure L"
18314,4070,"dfsioe_read","ETH","RL2",8,10,1,65536,"ZLIB",64,"Azure L"
18313,2557,"pagerank","ETH","RL2",8,10,1,65536,"ZLIB",64,"Azure L"
18311,1279,"wordcount","ETH","RL2",8,10,1,65536,"ZLIB",64,"Azure L"
18310,1369,"kmeans","ETH","RL2",8,10,1,65536,"ZLIB",64,"Azure L"
18309,1322,"dfsioe_write","ETH","RL2",8,10,1,65536,"None",256,"Azure L"
18308,3799,"dfsioe_read","ETH","RL2",8,10,1,65536,"None",256,"Azure L"
18307,2683,"pagerank","ETH","RL2",8,10,1,65536,"None",256,"Azure L"
18305,1265,"wordcount","ETH","RL2",8,10,1,65536,"None",256,"Azure L"
18304,2671,"kmeans","ETH","RL2",8,10,1,65536,"None",256,"Azure L"
18303,1286,"dfsioe_write","ETH","RL2",8,10,1,65536,"None",128,"Azure L"
18302,3852,"dfsioe_read","ETH","RL2",8,10,1,65536,"None",128,"Azure L"
18301,2674,"pagerank","ETH","RL2",8,10,1,65536,"None",128,"Azure L"
18299,1260,"wordcount","ETH","RL2",8,10,1,65536,"None",128,"Azure L"
18298,2629,"kmeans","ETH","RL2",8,10,1,65536,"None",128,"Azure L"
18297,1236,"dfsioe_write","ETH","RL2",8,10,1,65536,"None",64,"Azure L"
18296,3912,"dfsioe_read","ETH","RL2",8,10,1,65536,"None",64,"Azure L"
18295,2673,"pagerank","ETH","RL2",8,10,1,65536,"None",64,"Azure L"
18293,1279,"wordcount","ETH","RL2",8,10,1,65536,"None",64,"Azure L"
18292,2768,"kmeans","ETH","RL2",8,10,1,65536,"None",64,"Azure L"
18291,1283,"dfsioe_write","ETH","RL2",8,10,1,65536,"None",32,"Azure L"
18290,3981,"dfsioe_read","ETH","RL2",8,10,1,65536,"None",32,"Azure L"
18289,2622,"pagerank","ETH","RL2",8,10,1,65536,"None",32,"Azure L"
18287,1323,"wordcount","ETH","RL2",8,10,1,65536,"None",32,"Azure L"
18286,2976,"kmeans","ETH","RL2",8,10,1,65536,"None",32,"Azure L"
18285,1396,"dfsioe_write","ETH","RL2",8,10,1,65536,"None",64,"Azure L"
18284,3687,"dfsioe_read","ETH","RL2",8,10,1,65536,"None",64,"Azure L"
18283,2644,"pagerank","ETH","RL2",8,10,1,65536,"None",64,"Azure L"
18281,1286,"wordcount","ETH","RL2",8,10,1,65536,"None",64,"Azure L"
18280,2769,"kmeans","ETH","RL2",8,10,1,65536,"None",64,"Azure L"
18279,4496,"dfsioe_write","ETH","RL3",10,10,3,65536,"Snappy",256,"Azure L"
18278,2690,"dfsioe_read","ETH","RL3",10,10,3,65536,"Snappy",256,"Azure L"
18277,2784,"pagerank","ETH","RL3",10,10,3,65536,"Snappy",256,"Azure L"
18275,1389,"wordcount","ETH","RL3",10,10,3,65536,"Snappy",256,"Azure L"
18274,2584,"kmeans","ETH","RL3",10,10,3,65536,"Snappy",256,"Azure L"
18273,4359,"dfsioe_write","ETH","RL3",10,10,3,65536,"Snappy",128,"Azure L"
18272,2847,"dfsioe_read","ETH","RL3",10,10,3,65536,"Snappy",128,"Azure L"
18271,2817,"pagerank","ETH","RL3",10,10,3,65536,"Snappy",128,"Azure L"
18269,1297,"wordcount","ETH","RL3",10,10,3,65536,"Snappy",128,"Azure L"
18268,2533,"kmeans","ETH","RL3",10,10,3,65536,"Snappy",128,"Azure L"
18267,4533,"dfsioe_write","ETH","RL3",10,10,3,65536,"Snappy",64,"Azure L"
18266,2954,"dfsioe_read","ETH","RL3",10,10,3,65536,"Snappy",64,"Azure L"
18265,2827,"pagerank","ETH","RL3",10,10,3,65536,"Snappy",64,"Azure L"
18263,1269,"wordcount","ETH","RL3",10,10,3,65536,"Snappy",64,"Azure L"
18262,2597,"kmeans","ETH","RL3",10,10,3,65536,"Snappy",64,"Azure L"
18261,4626,"dfsioe_write","ETH","RL3",10,10,3,65536,"Snappy",32,"Azure L"
18260,2991,"dfsioe_read","ETH","RL3",10,10,3,65536,"Snappy",32,"Azure L"
18259,2827,"pagerank","ETH","RL3",10,10,3,65536,"Snappy",32,"Azure L"
18257,1283,"wordcount","ETH","RL3",10,10,3,65536,"Snappy",32,"Azure L"
18256,2733,"kmeans","ETH","RL3",10,10,3,65536,"Snappy",32,"Azure L"
18255,4745,"dfsioe_write","ETH","RL3",10,10,3,65536,"Snappy",64,"Azure L"
18254,3005,"dfsioe_read","ETH","RL3",10,10,3,65536,"Snappy",64,"Azure L"
18253,2868,"pagerank","ETH","RL3",10,10,3,65536,"Snappy",64,"Azure L"
18251,1273,"wordcount","ETH","RL3",10,10,3,65536,"Snappy",64,"Azure L"
18250,2607,"kmeans","ETH","RL3",10,10,3,65536,"Snappy",64,"Azure L"
18249,4511,"dfsioe_write","ETH","RL3",10,10,3,65536,"BZIP2",256,"Azure L"
18248,2648,"dfsioe_read","ETH","RL3",10,10,3,65536,"BZIP2",256,"Azure L"
18247,2874,"pagerank","ETH","RL3",10,10,3,65536,"BZIP2",256,"Azure L"
18245,1398,"wordcount","ETH","RL3",10,10,3,65536,"BZIP2",256,"Azure L"
18244,2575,"kmeans","ETH","RL3",10,10,3,65536,"BZIP2",256,"Azure L"
18243,4402,"dfsioe_write","ETH","RL3",10,10,3,65536,"BZIP2",128,"Azure L"
18242,2700,"dfsioe_read","ETH","RL3",10,10,3,65536,"BZIP2",128,"Azure L"
18241,2764,"pagerank","ETH","RL3",10,10,3,65536,"BZIP2",128,"Azure L"
18239,1296,"wordcount","ETH","RL3",10,10,3,65536,"BZIP2",128,"Azure L"
18238,2533,"kmeans","ETH","RL3",10,10,3,65536,"BZIP2",128,"Azure L"
18237,4497,"dfsioe_write","ETH","RL3",10,10,3,65536,"BZIP2",64,"Azure L"
18236,3050,"dfsioe_read","ETH","RL3",10,10,3,65536,"BZIP2",64,"Azure L"
18235,2871,"pagerank","ETH","RL3",10,10,3,65536,"BZIP2",64,"Azure L"
18233,1270,"wordcount","ETH","RL3",10,10,3,65536,"BZIP2",64,"Azure L"
18232,2594,"kmeans","ETH","RL3",10,10,3,65536,"BZIP2",64,"Azure L"
18231,4505,"dfsioe_write","ETH","RL3",10,10,3,65536,"BZIP2",32,"Azure L"
18230,2787,"dfsioe_read","ETH","RL3",10,10,3,65536,"BZIP2",32,"Azure L"
18229,2894,"pagerank","ETH","RL3",10,10,3,65536,"BZIP2",32,"Azure L"
18227,1280,"wordcount","ETH","RL3",10,10,3,65536,"BZIP2",32,"Azure L"
18226,2746,"kmeans","ETH","RL3",10,10,3,65536,"BZIP2",32,"Azure L"
18225,4679,"dfsioe_write","ETH","RL3",10,10,3,65536,"BZIP2",64,"Azure L"
18224,2894,"dfsioe_read","ETH","RL3",10,10,3,65536,"BZIP2",64,"Azure L"
18223,2938,"pagerank","ETH","RL3",10,10,3,65536,"BZIP2",64,"Azure L"
18221,1267,"wordcount","ETH","RL3",10,10,3,65536,"BZIP2",64,"Azure L"
18220,2616,"kmeans","ETH","RL3",10,10,3,65536,"BZIP2",64,"Azure L"
18219,4503,"dfsioe_write","ETH","RL3",10,10,3,65536,"ZLIB",256,"Azure L"
18218,2849,"dfsioe_read","ETH","RL3",10,10,3,65536,"ZLIB",256,"Azure L"
18217,2813,"pagerank","ETH","RL3",10,10,3,65536,"ZLIB",256,"Azure L"
18215,1392,"wordcount","ETH","RL3",10,10,3,65536,"ZLIB",256,"Azure L"
18214,2592,"kmeans","ETH","RL3",10,10,3,65536,"ZLIB",256,"Azure L"
18213,4733,"dfsioe_write","ETH","RL3",10,10,3,65536,"ZLIB",128,"Azure L"
18212,2902,"dfsioe_read","ETH","RL3",10,10,3,65536,"ZLIB",128,"Azure L"
18211,2907,"pagerank","ETH","RL3",10,10,3,65536,"ZLIB",128,"Azure L"
18209,1292,"wordcount","ETH","RL3",10,10,3,65536,"ZLIB",128,"Azure L"
18208,2560,"kmeans","ETH","RL3",10,10,3,65536,"ZLIB",128,"Azure L"
18207,4694,"dfsioe_write","ETH","RL3",10,10,3,65536,"ZLIB",64,"Azure L"
18206,2975,"dfsioe_read","ETH","RL3",10,10,3,65536,"ZLIB",64,"Azure L"
18205,2924,"pagerank","ETH","RL3",10,10,3,65536,"ZLIB",64,"Azure L"
18203,1273,"wordcount","ETH","RL3",10,10,3,65536,"ZLIB",64,"Azure L"
18202,2601,"kmeans","ETH","RL3",10,10,3,65536,"ZLIB",64,"Azure L"
18201,4696,"dfsioe_write","ETH","RL3",10,10,3,65536,"ZLIB",32,"Azure L"
18200,2999,"dfsioe_read","ETH","RL3",10,10,3,65536,"ZLIB",32,"Azure L"
18199,2872,"pagerank","ETH","RL3",10,10,3,65536,"ZLIB",32,"Azure L"
18197,1280,"wordcount","ETH","RL3",10,10,3,65536,"ZLIB",32,"Azure L"
18196,2730,"kmeans","ETH","RL3",10,10,3,65536,"ZLIB",32,"Azure L"
18195,4623,"dfsioe_write","ETH","RL3",10,10,3,65536,"ZLIB",64,"Azure L"
18194,2861,"dfsioe_read","ETH","RL3",10,10,3,65536,"ZLIB",64,"Azure L"
18193,2907,"pagerank","ETH","RL3",10,10,3,65536,"ZLIB",64,"Azure L"
18191,1268,"wordcount","ETH","RL3",10,10,3,65536,"ZLIB",64,"Azure L"
18190,2589,"kmeans","ETH","RL3",10,10,3,65536,"ZLIB",64,"Azure L"
18189,4580,"dfsioe_write","ETH","RL3",10,10,3,65536,"None",256,"Azure L"
18188,2690,"dfsioe_read","ETH","RL3",10,10,3,65536,"None",256,"Azure L"
18187,2888,"pagerank","ETH","RL3",10,10,3,65536,"None",256,"Azure L"
18185,1400,"wordcount","ETH","RL3",10,10,3,65536,"None",256,"Azure L"
18184,2587,"kmeans","ETH","RL3",10,10,3,65536,"None",256,"Azure L"
18183,4362,"dfsioe_write","ETH","RL3",10,10,3,65536,"None",128,"Azure L"
18182,2643,"dfsioe_read","ETH","RL3",10,10,3,65536,"None",128,"Azure L"
18181,2870,"pagerank","ETH","RL3",10,10,3,65536,"None",128,"Azure L"
18179,1295,"wordcount","ETH","RL3",10,10,3,65536,"None",128,"Azure L"
18178,2551,"kmeans","ETH","RL3",10,10,3,65536,"None",128,"Azure L"
18177,4653,"dfsioe_write","ETH","RL3",10,10,3,65536,"None",64,"Azure L"
18176,3085,"dfsioe_read","ETH","RL3",10,10,3,65536,"None",64,"Azure L"
18175,2816,"pagerank","ETH","RL3",10,10,3,65536,"None",64,"Azure L"
18173,1273,"wordcount","ETH","RL3",10,10,3,65536,"None",64,"Azure L"
18172,2590,"kmeans","ETH","RL3",10,10,3,65536,"None",64,"Azure L"
18171,4637,"dfsioe_write","ETH","RL3",10,10,3,65536,"None",32,"Azure L"
18170,2900,"dfsioe_read","ETH","RL3",10,10,3,65536,"None",32,"Azure L"
18169,2862,"pagerank","ETH","RL3",10,10,3,65536,"None",32,"Azure L"
18167,1284,"wordcount","ETH","RL3",10,10,3,65536,"None",32,"Azure L"
18166,2742,"kmeans","ETH","RL3",10,10,3,65536,"None",32,"Azure L"
11087,4689,"dfsioe_write","ETH","RL3",10,10,3,65536,"None",64,"Azure L"
11086,2935,"dfsioe_read","ETH","RL3",10,10,3,65536,"None",64,"Azure L"
11085,2931,"pagerank","ETH","RL3",10,10,3,65536,"None",64,"Azure L"
11083,1274,"wordcount","ETH","RL3",10,10,3,65536,"None",64,"Azure L"
11082,2615,"kmeans","ETH","RL3",10,10,3,65536,"None",64,"Azure L"
11081,4678,"dfsioe_write","ETH","RL3",8,10,3,65536,"Snappy",256,"Azure L"
11080,2815,"dfsioe_read","ETH","RL3",8,10,3,65536,"Snappy",256,"Azure L"
11079,2869,"pagerank","ETH","RL3",8,10,3,65536,"Snappy",256,"Azure L"
11077,1246,"wordcount","ETH","RL3",8,10,3,65536,"Snappy",256,"Azure L"
11076,2713,"kmeans","ETH","RL3",8,10,3,65536,"Snappy",256,"Azure L"
11075,4558,"dfsioe_write","ETH","RL3",8,10,3,65536,"Snappy",128,"Azure L"
11074,2896,"dfsioe_read","ETH","RL3",8,10,3,65536,"Snappy",128,"Azure L"
11073,2686,"pagerank","ETH","RL3",8,10,3,65536,"Snappy",128,"Azure L"
11071,1256,"wordcount","ETH","RL3",8,10,3,65536,"Snappy",128,"Azure L"
11070,2633,"kmeans","ETH","RL3",8,10,3,65536,"Snappy",128,"Azure L"
11069,4558,"dfsioe_write","ETH","RL3",8,10,3,65536,"Snappy",64,"Azure L"
11068,2778,"dfsioe_read","ETH","RL3",8,10,3,65536,"Snappy",64,"Azure L"
11067,2696,"pagerank","ETH","RL3",8,10,3,65536,"Snappy",64,"Azure L"
11065,1278,"wordcount","ETH","RL3",8,10,3,65536,"Snappy",64,"Azure L"
11064,2788,"kmeans","ETH","RL3",8,10,3,65536,"Snappy",64,"Azure L"
11063,4655,"dfsioe_write","ETH","RL3",8,10,3,65536,"Snappy",32,"Azure L"
11062,2901,"dfsioe_read","ETH","RL3",8,10,3,65536,"Snappy",32,"Azure L"
11061,2691,"pagerank","ETH","RL3",8,10,3,65536,"Snappy",32,"Azure L"
11059,1332,"wordcount","ETH","RL3",8,10,3,65536,"Snappy",32,"Azure L"
11058,2996,"kmeans","ETH","RL3",8,10,3,65536,"Snappy",32,"Azure L"
11057,4512,"dfsioe_write","ETH","RL3",8,10,3,65536,"Snappy",64,"Azure L"
11056,3112,"dfsioe_read","ETH","RL3",8,10,3,65536,"Snappy",64,"Azure L"
11055,2695,"pagerank","ETH","RL3",8,10,3,65536,"Snappy",64,"Azure L"
11053,1276,"wordcount","ETH","RL3",8,10,3,65536,"Snappy",64,"Azure L"
11052,2796,"kmeans","ETH","RL3",8,10,3,65536,"Snappy",64,"Azure L"
11051,4568,"dfsioe_write","ETH","RL3",8,10,3,65536,"BZIP2",256,"Azure L"
11050,2726,"dfsioe_read","ETH","RL3",8,10,3,65536,"BZIP2",256,"Azure L"
11049,2695,"pagerank","ETH","RL3",8,10,3,65536,"BZIP2",256,"Azure L"
11047,1251,"wordcount","ETH","RL3",8,10,3,65536,"BZIP2",256,"Azure L"
11046,2700,"kmeans","ETH","RL3",8,10,3,65536,"BZIP2",256,"Azure L"
11045,4314,"dfsioe_write","ETH","RL3",8,10,3,65536,"BZIP2",128,"Azure L"
11044,2750,"dfsioe_read","ETH","RL3",8,10,3,65536,"BZIP2",128,"Azure L"
11043,2737,"pagerank","ETH","RL3",8,10,3,65536,"BZIP2",128,"Azure L"
11041,1250,"wordcount","ETH","RL3",8,10,3,65536,"BZIP2",128,"Azure L"
11040,2205,"kmeans","ETH","RL3",8,10,3,65536,"BZIP2",128,"Azure L"
11039,4547,"dfsioe_write","ETH","RL3",8,10,3,65536,"BZIP2",64,"Azure L"
11038,2774,"dfsioe_read","ETH","RL3",8,10,3,65536,"BZIP2",64,"Azure L"
11037,2716,"pagerank","ETH","RL3",8,10,3,65536,"BZIP2",64,"Azure L"
11035,1287,"wordcount","ETH","RL3",8,10,3,65536,"BZIP2",64,"Azure L"
11034,2794,"kmeans","ETH","RL3",8,10,3,65536,"BZIP2",64,"Azure L"
11033,4582,"dfsioe_write","ETH","RL3",8,10,3,65536,"BZIP2",32,"Azure L"
11032,2959,"dfsioe_read","ETH","RL3",8,10,3,65536,"BZIP2",32,"Azure L"
11031,2631,"pagerank","ETH","RL3",8,10,3,65536,"BZIP2",32,"Azure L"
11029,1320,"wordcount","ETH","RL3",8,10,3,65536,"BZIP2",32,"Azure L"
11028,3007,"kmeans","ETH","RL3",8,10,3,65536,"BZIP2",32,"Azure L"
11027,4807,"dfsioe_write","ETH","RL3",8,10,3,65536,"BZIP2",64,"Azure L"
11026,2885,"dfsioe_read","ETH","RL3",8,10,3,65536,"BZIP2",64,"Azure L"
11025,2707,"pagerank","ETH","RL3",8,10,3,65536,"BZIP2",64,"Azure L"
11023,1280,"wordcount","ETH","RL3",8,10,3,65536,"BZIP2",64,"Azure L"
11022,2797,"kmeans","ETH","RL3",8,10,3,65536,"BZIP2",64,"Azure L"
11021,4724,"dfsioe_write","ETH","RL3",8,10,3,65536,"ZLIB",256,"Azure L"
11020,2821,"dfsioe_read","ETH","RL3",8,10,3,65536,"ZLIB",256,"Azure L"
11019,2740,"pagerank","ETH","RL3",8,10,3,65536,"ZLIB",256,"Azure L"
11017,1239,"wordcount","ETH","RL3",8,10,3,65536,"ZLIB",256,"Azure L"
11016,2715,"kmeans","ETH","RL3",8,10,3,65536,"ZLIB",256,"Azure L"
11015,4410,"dfsioe_write","ETH","RL3",8,10,3,65536,"ZLIB",128,"Azure L"
11014,2829,"dfsioe_read","ETH","RL3",8,10,3,65536,"ZLIB",128,"Azure L"
11013,2821,"pagerank","ETH","RL3",8,10,3,65536,"ZLIB",128,"Azure L"
11011,1251,"wordcount","ETH","RL3",8,10,3,65536,"ZLIB",128,"Azure L"
11010,2643,"kmeans","ETH","RL3",8,10,3,65536,"ZLIB",128,"Azure L"
11009,4521,"dfsioe_write","ETH","RL3",8,10,3,65536,"ZLIB",64,"Azure L"
11008,2864,"dfsioe_read","ETH","RL3",8,10,3,65536,"ZLIB",64,"Azure L"
11007,2760,"pagerank","ETH","RL3",8,10,3,65536,"ZLIB",64,"Azure L"
11005,1277,"wordcount","ETH","RL3",8,10,3,65536,"ZLIB",64,"Azure L"
11004,2782,"kmeans","ETH","RL3",8,10,3,65536,"ZLIB",64,"Azure L"
11003,4477,"dfsioe_write","ETH","RL3",8,10,3,65536,"ZLIB",32,"Azure L"
11002,3076,"dfsioe_read","ETH","RL3",8,10,3,65536,"ZLIB",32,"Azure L"
11001,2713,"pagerank","ETH","RL3",8,10,3,65536,"ZLIB",32,"Azure L"
10999,1332,"wordcount","ETH","RL3",8,10,3,65536,"ZLIB",32,"Azure L"
10998,2996,"kmeans","ETH","RL3",8,10,3,65536,"ZLIB",32,"Azure L"
10997,4733,"dfsioe_write","ETH","RL3",8,10,3,65536,"ZLIB",64,"Azure L"
10996,2908,"dfsioe_read","ETH","RL3",8,10,3,65536,"ZLIB",64,"Azure L"
10995,2685,"pagerank","ETH","RL3",8,10,3,65536,"ZLIB",64,"Azure L"
10994,4474,"dfsioe_write","ETH","RL3",8,10,3,65536,"None",256,"Azure L"
10993,2811,"dfsioe_read","ETH","RL3",8,10,3,65536,"None",256,"Azure L"
10992,2658,"pagerank","ETH","RL3",8,10,3,65536,"None",256,"Azure L"
10990,1244,"wordcount","ETH","RL3",8,10,3,65536,"None",256,"Azure L"
10989,2720,"kmeans","ETH","RL3",8,10,3,65536,"None",256,"Azure L"
10988,4549,"dfsioe_write","ETH","RL3",8,10,3,65536,"None",128,"Azure L"
10987,2712,"dfsioe_read","ETH","RL3",8,10,3,65536,"None",128,"Azure L"
10986,2720,"pagerank","ETH","RL3",8,10,3,65536,"None",128,"Azure L"
10984,1257,"wordcount","ETH","RL3",8,10,3,65536,"None",128,"Azure L"
10983,2642,"kmeans","ETH","RL3",8,10,3,65536,"None",128,"Azure L"
10982,1288,"wordcount","ETH","RL3",8,10,3,65536,"None",64,"Azure L"
10981,2789,"kmeans","ETH","RL3",8,10,3,65536,"None",64,"Azure L"
10980,4750,"dfsioe_write","ETH","RL3",8,10,3,65536,"None",32,"Azure L"
10979,2752,"dfsioe_read","ETH","RL3",8,10,3,65536,"None",32,"Azure L"
10978,2656,"pagerank","ETH","RL3",8,10,3,65536,"None",32,"Azure L"
10976,1334,"wordcount","ETH","RL3",8,10,3,65536,"None",32,"Azure L"
10975,3003,"kmeans","ETH","RL3",8,10,3,65536,"None",32,"Azure L"
10974,4572,"dfsioe_write","ETH","RL3",8,10,3,65536,"None",64,"Azure L"
10973,2877,"dfsioe_read","ETH","RL3",8,10,3,65536,"None",64,"Azure L"
10970,1284,"wordcount","ETH","RL3",8,10,3,65536,"None",64,"Azure L"
10969,2803,"kmeans","ETH","RL3",8,10,3,65536,"None",64,"Azure L"
10968,2444,"dfsioe_write","ETH","RL3",10,10,2,65536,"Snappy",256,"Azure L"
10967,2915,"dfsioe_read","ETH","RL3",10,10,2,65536,"Snappy",256,"Azure L"
10966,2877,"pagerank","ETH","RL3",10,10,2,65536,"Snappy",256,"Azure L"
10964,1406,"wordcount","ETH","RL3",10,10,2,65536,"Snappy",256,"Azure L"
10963,2575,"kmeans","ETH","RL3",10,10,2,65536,"Snappy",256,"Azure L"
10962,2474,"dfsioe_write","ETH","RL3",10,10,2,65536,"Snappy",128,"Azure L"
10961,2706,"dfsioe_read","ETH","RL3",10,10,2,65536,"Snappy",128,"Azure L"
10960,2829,"pagerank","ETH","RL3",10,10,2,65536,"Snappy",128,"Azure L"
10958,1293,"wordcount","ETH","RL3",10,10,2,65536,"Snappy",128,"Azure L"
10957,2529,"kmeans","ETH","RL3",10,10,2,65536,"Snappy",128,"Azure L"
10956,2539,"dfsioe_write","ETH","RL3",10,10,2,65536,"Snappy",64,"Azure L"
10955,3091,"dfsioe_read","ETH","RL3",10,10,2,65536,"Snappy",64,"Azure L"
10954,2881,"pagerank","ETH","RL3",10,10,2,65536,"Snappy",64,"Azure L"
10952,1271,"wordcount","ETH","RL3",10,10,2,65536,"Snappy",64,"Azure L"
10951,2575,"kmeans","ETH","RL3",10,10,2,65536,"Snappy",64,"Azure L"
10950,2627,"dfsioe_write","ETH","RL3",10,10,2,65536,"Snappy",32,"Azure L"
10949,2921,"dfsioe_read","ETH","RL3",10,10,2,65536,"Snappy",32,"Azure L"
