ID,Benchmark,Exe.Time,Net,Disk,Maps,IO.SFac,Rep,IO.FBuf,Comp,Blk.size,Cluster,Cl.Name,Datanodes,Headnodes,VM.OS,VM.Cores,VM.RAM,Provider,VM.Size,Service.Type,Bench.Type
18848,terasort,1130.000,ETH,HDD,6,10,1,65536,3,32,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18849,prep_terasort,128.000,ETH,HDD,6,10,1,65536,1,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18850,terasort,857.000,ETH,HDD,6,10,1,65536,1,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18851,prep_terasort,113.000,ETH,HDD,8,10,1,131072,2,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18852,terasort,720.000,ETH,HDD,8,10,1,131072,2,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18853,prep_terasort,190.000,ETH,HDD,6,10,1,65536,3,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18854,terasort,1731.000,ETH,HDD,6,10,1,65536,3,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18855,prep_terasort,229.000,ETH,HDD,6,10,1,4096,3,128,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18856,terasort,2523.000,ETH,HDD,6,10,1,4096,3,128,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18857,prep_terasort,108.000,ETH,HDD,8,10,1,131072,2,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18858,terasort,550.000,ETH,HDD,8,10,1,131072,2,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18859,prep_terasort,128.000,ETH,HDD,6,10,1,65536,1,128,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18860,terasort,803.000,ETH,HDD,6,10,1,65536,1,128,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18861,prep_terasort,107.000,ETH,HDD,8,10,1,131072,3,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18862,terasort,559.000,ETH,HDD,8,10,1,131072,3,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18863,prep_terasort,172.000,ETH,HDD,6,10,1,4096,3,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18864,terasort,1643.000,ETH,HDD,6,10,1,4096,3,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18865,prep_terasort,127.000,ETH,HDD,6,10,1,65536,2,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18866,terasort,855.000,ETH,HDD,6,10,1,65536,2,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18867,prep_terasort,108.000,ETH,HDD,8,10,1,131072,3,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18868,terasort,542.000,ETH,HDD,8,10,1,131072,3,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18869,prep_terasort,229.000,ETH,HDD,6,10,1,4096,3,256,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18870,terasort,2608.000,ETH,HDD,6,10,1,4096,3,256,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18871,prep_terasort,128.000,ETH,HDD,6,10,1,65536,2,256,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18872,terasort,940.000,ETH,HDD,6,10,1,65536,2,256,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18873,prep_terasort,150.000,ETH,HDD,6,10,1,32768,0,256,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18874,terasort,1137.000,ETH,HDD,6,10,1,32768,0,256,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18875,prep_terasort,108.000,ETH,HDD,6,10,1,65536,0,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18876,terasort,524.000,ETH,HDD,6,10,1,65536,0,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18877,prep_terasort,238.000,ETH,HDD,6,10,1,32768,0,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18878,terasort,2211.000,ETH,HDD,6,10,1,32768,0,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18879,prep_terasort,130.000,ETH,HDD,6,10,1,65536,3,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18880,terasort,830.000,ETH,HDD,6,10,1,65536,3,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18881,prep_terasort,105.000,ETH,HDD,6,10,1,65536,0,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18882,terasort,531.000,ETH,HDD,6,10,1,65536,0,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18883,prep_terasort,148.000,ETH,HDD,6,10,1,32768,2,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18885,prep_terasort,107.000,ETH,HDD,6,10,1,65536,2,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18886,terasort,520.000,ETH,HDD,6,10,1,65536,2,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18887,prep_terasort,136.000,ETH,HDD,6,10,1,65536,3,32,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18888,terasort,880.000,ETH,HDD,6,10,1,65536,3,32,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18889,prep_terasort,149.000,ETH,HDD,6,10,1,32768,2,128,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18890,terasort,1101.000,ETH,HDD,6,10,1,32768,2,128,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18891,prep_terasort,107.000,ETH,HDD,6,10,1,65536,2,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18892,terasort,514.000,ETH,HDD,6,10,1,65536,2,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18893,prep_terasort,244.000,ETH,HDD,6,10,1,32768,0,32,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18894,terasort,2365.000,ETH,HDD,6,10,1,32768,0,32,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18895,prep_terasort,129.000,ETH,HDD,6,10,1,4096,1,128,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18896,terasort,934.000,ETH,HDD,6,10,1,4096,1,128,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18897,prep_terasort,154.000,ETH,HDD,6,10,1,32768,3,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18898,terasort,1124.000,ETH,HDD,6,10,1,32768,3,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18899,prep_terasort,239.000,ETH,HDD,6,10,1,32768,0,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18900,terasort,2230.000,ETH,HDD,6,10,1,32768,0,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18901,prep_terasort,126.000,ETH,HDD,6,10,1,4096,2,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18902,terasort,950.000,ETH,HDD,6,10,1,4096,2,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18903,prep_terasort,107.000,ETH,HDD,6,10,1,4096,2,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18904,terasort,603.000,ETH,HDD,6,10,1,4096,2,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18905,prep_terasort,149.000,ETH,HDD,6,10,1,32768,3,128,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18906,terasort,1087.000,ETH,HDD,6,10,1,32768,3,128,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18907,prep_terasort,107.000,ETH,HDD,6,10,1,4096,2,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18908,terasort,587.000,ETH,HDD,6,10,1,4096,2,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18909,prep_terasort,124.000,ETH,HDD,6,10,1,4096,3,256,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18910,terasort,991.000,ETH,HDD,6,10,1,4096,3,256,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18911,prep_terasort,171.000,ETH,HDD,6,10,1,131072,2,128,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18912,terasort,1345.000,ETH,HDD,6,10,1,131072,2,128,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18913,prep_terasort,237.000,ETH,HDD,6,10,1,32768,0,128,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18914,terasort,2248.000,ETH,HDD,6,10,1,32768,0,128,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18915,prep_terasort,109.000,ETH,HDD,6,10,1,4096,3,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18916,terasort,596.000,ETH,HDD,6,10,1,4096,3,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18917,prep_terasort,128.000,ETH,HDD,6,10,1,32768,0,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18918,terasort,827.000,ETH,HDD,6,10,1,32768,0,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18919,prep_terasort,106.000,ETH,HDD,6,10,1,32768,1,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18920,terasort,611.000,ETH,HDD,6,10,1,32768,1,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18921,prep_terasort,147.000,ETH,HDD,6,10,1,131072,3,256,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18922,terasort,1050.000,ETH,HDD,6,10,1,131072,3,256,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18923,prep_terasort,234.000,ETH,HDD,6,10,1,32768,0,256,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18924,terasort,2296.000,ETH,HDD,6,10,1,32768,0,256,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18925,prep_terasort,106.000,ETH,HDD,6,10,1,32768,1,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18927,prep_terasort,195.000,ETH,HDD,2,10,1,65536,0,32,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18928,terasort,1703.000,ETH,HDD,2,10,1,65536,0,32,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18929,prep_terasort,144.000,ETH,HDD,6,10,1,32768,1,128,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18930,terasort,1151.000,ETH,HDD,6,10,1,32768,1,128,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18931,prep_terasort,122.000,ETH,HDD,6,10,1,32768,1,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18932,terasort,688.000,ETH,HDD,6,10,1,32768,1,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18933,prep_terasort,235.000,ETH,HDD,6,10,1,32768,1,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18934,terasort,2192.000,ETH,HDD,6,10,1,32768,1,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18935,prep_terasort,105.000,ETH,HDD,6,10,1,32768,2,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18936,terasort,558.000,ETH,HDD,6,10,1,32768,2,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18937,prep_terasort,198.000,ETH,HDD,2,10,1,65536,0,128,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18938,terasort,1210.000,ETH,HDD,2,10,1,65536,0,128,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18939,prep_terasort,127.000,ETH,HDD,6,10,1,32768,2,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18940,terasort,856.000,ETH,HDD,6,10,1,32768,2,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18941,prep_terasort,110.000,ETH,HDD,6,10,1,32768,2,32,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18942,terasort,643.000,ETH,HDD,6,10,1,32768,2,32,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18943,prep_terasort,123.000,ETH,HDD,6,10,1,32768,2,128,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18944,terasort,794.000,ETH,HDD,6,10,1,32768,2,128,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18945,prep_terasort,195.000,ETH,HDD,2,10,1,65536,1,32,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18946,terasort,1707.000,ETH,HDD,2,10,1,65536,1,32,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18947,prep_terasort,239.000,ETH,HDD,6,10,1,32768,1,32,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18948,terasort,2293.000,ETH,HDD,6,10,1,32768,1,32,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18949,prep_terasort,108.000,ETH,HDD,6,10,1,32768,2,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18950,terasort,522.000,ETH,HDD,6,10,1,32768,2,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18951,prep_terasort,106.000,ETH,HDD,6,10,1,32768,3,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18953,prep_terasort,107.000,ETH,HDD,6,10,1,32768,3,32,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18954,terasort,635.000,ETH,HDD,6,10,1,32768,3,32,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18955,prep_terasort,196.000,ETH,HDD,2,10,1,65536,3,256,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18956,terasort,1080.000,ETH,HDD,2,10,1,65536,3,256,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18957,prep_terasort,238.000,ETH,HDD,6,10,1,32768,1,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18958,terasort,2129.000,ETH,HDD,6,10,1,32768,1,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18959,prep_terasort,128.000,ETH,HDD,6,10,1,131072,0,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18960,terasort,847.000,ETH,HDD,6,10,1,131072,0,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18961,prep_terasort,107.000,ETH,HDD,6,10,1,32768,3,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18962,terasort,505.000,ETH,HDD,6,10,1,32768,3,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18963,prep_terasort,107.000,ETH,HDD,6,10,1,131072,0,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18964,terasort,528.000,ETH,HDD,6,10,1,131072,0,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18965,prep_terasort,234.000,ETH,HDD,6,10,1,32768,1,128,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18966,terasort,2275.000,ETH,HDD,6,10,1,32768,1,128,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18967,prep_terasort,126.000,ETH,HDD,6,10,1,131072,0,256,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18968,terasort,877.000,ETH,HDD,6,10,1,131072,0,256,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18969,prep_terasort,106.000,ETH,HDD,6,10,1,131072,0,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18970,terasort,551.000,ETH,HDD,6,10,1,131072,0,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18971,prep_terasort,217.000,ETH,HDD,2,10,1,4096,1,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18972,terasort,1436.000,ETH,HDD,2,10,1,4096,1,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18973,prep_terasort,128.000,ETH,HDD,6,10,1,131072,1,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18974,terasort,853.000,ETH,HDD,6,10,1,131072,1,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18975,prep_terasort,108.000,ETH,HDD,6,10,1,131072,0,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18976,terasort,536.000,ETH,HDD,6,10,1,131072,0,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18977,prep_terasort,232.000,ETH,HDD,6,10,1,32768,1,256,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18978,terasort,2289.000,ETH,HDD,6,10,1,32768,1,256,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18979,prep_terasort,121.000,ETH,HDD,6,10,1,131072,0,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18980,terasort,675.000,ETH,HDD,6,10,1,131072,0,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18981,prep_terasort,191.000,ETH,HDD,2,10,1,4096,1,128,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18982,terasort,1186.000,ETH,HDD,2,10,1,4096,1,128,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18983,prep_terasort,146.000,ETH,HDD,6,10,1,131072,2,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18984,terasort,1119.000,ETH,HDD,6,10,1,131072,2,64,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18985,prep_terasort,238.000,ETH,HDD,6,10,1,32768,2,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18986,terasort,2196.000,ETH,HDD,6,10,1,32768,2,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18987,prep_terasort,122.000,ETH,HDD,6,10,1,131072,1,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18988,terasort,670.000,ETH,HDD,6,10,1,131072,1,256,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18989,prep_terasort,127.000,ETH,HDD,6,10,1,131072,2,256,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18990,terasort,926.000,ETH,HDD,6,10,1,131072,2,256,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
18991,prep_terasort,196.000,ETH,HDD,2,10,1,32768,0,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18992,terasort,1323.000,ETH,HDD,2,10,1,32768,0,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18993,prep_terasort,242.000,ETH,HDD,6,10,1,32768,2,32,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18994,terasort,2292.000,ETH,HDD,6,10,1,32768,2,32,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
18995,prep_terasort,106.000,ETH,HDD,6,10,1,131072,2,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18996,terasort,514.000,ETH,HDD,6,10,1,131072,2,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
18997,prep_terasort,196.000,ETH,HDD,2,10,1,32768,1,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18998,terasort,1401.000,ETH,HDD,2,10,1,32768,1,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
18999,prep_terasort,133.000,ETH,HDD,6,10,1,131072,3,128,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19000,terasort,852.000,ETH,HDD,6,10,1,131072,3,128,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19001,prep_terasort,108.000,ETH,HDD,10,10,1,65536,0,32,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19002,terasort,606.000,ETH,HDD,10,10,1,65536,0,32,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19003,prep_terasort,236.000,ETH,HDD,6,10,1,32768,2,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
19004,terasort,2189.000,ETH,HDD,6,10,1,32768,2,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
19005,prep_terasort,195.000,ETH,HDD,2,10,1,32768,2,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
19006,terasort,1325.000,ETH,HDD,2,10,1,32768,2,64,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
19007,prep_terasort,129.000,ETH,HDD,10,10,1,65536,0,256,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19008,terasort,1129.000,ETH,HDD,10,10,1,65536,0,256,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19009,prep_terasort,111.000,ETH,HDD,10,10,1,65536,0,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19010,terasort,561.000,ETH,HDD,10,10,1,65536,0,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19011,prep_terasort,237.000,ETH,HDD,6,10,1,32768,2,128,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
19012,terasort,2359.000,ETH,HDD,6,10,1,32768,2,128,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
19013,prep_terasort,216.000,ETH,HDD,2,10,1,32768,2,32,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
19014,terasort,2005.000,ETH,HDD,2,10,1,32768,2,32,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
19015,prep_terasort,135.000,ETH,HDD,10,10,1,65536,1,32,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19016,terasort,795.000,ETH,HDD,10,10,1,65536,1,32,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19017,prep_terasort,108.000,ETH,HDD,10,10,1,65536,1,32,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19018,terasort,583.000,ETH,HDD,10,10,1,65536,1,32,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19019,prep_terasort,107.000,ETH,HDD,10,10,1,65536,1,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19020,terasort,572.000,ETH,HDD,10,10,1,65536,1,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19021,prep_terasort,130.000,ETH,HDD,10,10,1,65536,1,128,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19022,terasort,890.000,ETH,HDD,10,10,1,65536,1,128,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19023,prep_terasort,233.000,ETH,HDD,6,10,1,32768,2,256,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
19024,terasort,2151.000,ETH,HDD,6,10,1,32768,2,256,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
19025,prep_terasort,106.000,ETH,HDD,10,10,1,65536,1,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19026,terasort,572.000,ETH,HDD,10,10,1,65536,1,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19027,prep_terasort,215.000,ETH,HDD,2,10,1,32768,2,128,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
19028,terasort,1486.000,ETH,HDD,2,10,1,32768,2,128,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
19029,prep_terasort,138.000,ETH,HDD,10,10,1,65536,2,32,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19030,terasort,829.000,ETH,HDD,10,10,1,65536,2,32,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19031,prep_terasort,108.000,ETH,HDD,10,10,1,65536,3,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19032,terasort,569.000,ETH,HDD,10,10,1,65536,3,128,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19033,prep_terasort,238.000,ETH,HDD,6,10,1,32768,3,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
19034,terasort,2135.000,ETH,HDD,6,10,1,32768,3,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
19035,prep_terasort,193.000,ETH,HDD,2,10,1,32768,2,256,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
19036,terasort,1090.000,ETH,HDD,2,10,1,32768,2,256,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
19037,prep_terasort,108.000,ETH,HDD,10,10,1,4096,1,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19038,terasort,748.000,ETH,HDD,10,10,1,4096,1,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19039,prep_terasort,136.000,ETH,HDD,10,10,1,65536,3,32,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19040,terasort,846.000,ETH,HDD,10,10,1,65536,3,32,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19041,prep_terasort,239.000,ETH,HDD,6,10,1,32768,3,32,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
19042,terasort,2370.000,ETH,HDD,6,10,1,32768,3,32,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
19043,prep_terasort,195.000,ETH,HDD,2,10,1,32768,3,32,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
19044,terasort,1632.000,ETH,HDD,2,10,1,32768,3,32,15,al-15,8,1,linux,4,28.000,azure,A6,IaaS,HiBench
19045,prep_terasort,135.000,ETH,HDD,10,10,1,65536,3,256,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19046,terasort,1144.000,ETH,HDD,10,10,1,65536,3,256,14,al-14,8,1,linux,8,14.000,azure,A4,IaaS,HiBench
19047,prep_terasort,115.000,ETH,HDD,10,10,1,4096,3,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19048,terasort,753.000,ETH,HDD,10,10,1,4096,3,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19049,prep_terasort,106.000,ETH,HDD,10,10,1,4096,3,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19050,terasort,735.000,ETH,HDD,10,10,1,4096,3,64,3,al-03,8,1,linux,8,56.000,azure,A7,IaaS,HiBench
19051,prep_terasort,235.000,ETH,HDD,6,10,1,32768,3,64,5,al-05,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
